Year,Berufsgruppe,Geschlecht,Verfahren,Entscheidung vor Rechtsbehelf,Value
2021,darunter medizinische Gesundheitsberufe,Frauen,"sonstige Erledigung - Verfahren ohne Bescheid beendet",,198
2021,darunter medizinische Gesundheitsberufe,Insgesamt,"sonstige Erledigung - Verfahren ohne Bescheid beendet",,270
2020,alle Berufsgruppen,Männer,"sonstige Erledigung - Verfahren ohne Bescheid beendet",,96
2020,alle Berufsgruppen,Frauen,"sonstige Erledigung - Verfahren ohne Bescheid beendet",,132
2020,alle Berufsgruppen,Insgesamt,"sonstige Erledigung - Verfahren ohne Bescheid beendet",,231
2020,darunter medizinische Gesundheitsberufe,Männer,"sonstige Erledigung - Verfahren ohne Bescheid beendet",,36
2020,darunter medizinische Gesundheitsberufe,Frauen,"sonstige Erledigung - Verfahren ohne Bescheid beendet",,96
2020,darunter medizinische Gesundheitsberufe,Insgesamt,"sonstige Erledigung - Verfahren ohne Bescheid beendet",,132
2019,alle Berufsgruppen,Männer,"sonstige Erledigung - Verfahren ohne Bescheid beendet",,54
2019,alle Berufsgruppen,Frauen,"sonstige Erledigung - Verfahren ohne Bescheid beendet",,117
2019,alle Berufsgruppen,Insgesamt,"sonstige Erledigung - Verfahren ohne Bescheid beendet",,168
2019,darunter medizinische Gesundheitsberufe,Männer,"sonstige Erledigung - Verfahren ohne Bescheid beendet",,30
2019,darunter medizinische Gesundheitsberufe,Frauen,"sonstige Erledigung - Verfahren ohne Bescheid beendet",,87
2019,darunter medizinische Gesundheitsberufe,Insgesamt,"sonstige Erledigung - Verfahren ohne Bescheid beendet",,117
2018,alle Berufsgruppen,Männer,"sonstige Erledigung - Verfahren ohne Bescheid beendet",,72
2018,alle Berufsgruppen,Frauen,"sonstige Erledigung - Verfahren ohne Bescheid beendet",,96
2018,alle Berufsgruppen,Insgesamt,"sonstige Erledigung - Verfahren ohne Bescheid beendet",,171
2018,darunter medizinische Gesundheitsberufe,Männer,"sonstige Erledigung - Verfahren ohne Bescheid beendet",,72
2018,darunter medizinische Gesundheitsberufe,Frauen,"sonstige Erledigung - Verfahren ohne Bescheid beendet",,96
2018,darunter medizinische Gesundheitsberufe,Insgesamt,"sonstige Erledigung - Verfahren ohne Bescheid beendet",,171
2017,alle Berufsgruppen,Männer,"sonstige Erledigung - Verfahren ohne Bescheid beendet",,51
2017,alle Berufsgruppen,Frauen,"sonstige Erledigung - Verfahren ohne Bescheid beendet",,66
2017,alle Berufsgruppen,Insgesamt,"sonstige Erledigung - Verfahren ohne Bescheid beendet",,117
2017,darunter medizinische Gesundheitsberufe,Männer,"sonstige Erledigung - Verfahren ohne Bescheid beendet",,27
2017,darunter medizinische Gesundheitsberufe,Frauen,"sonstige Erledigung - Verfahren ohne Bescheid beendet",,36
2017,darunter medizinische Gesundheitsberufe,Insgesamt,"sonstige Erledigung - Verfahren ohne Bescheid beendet",,63
2016,alle Berufsgruppen,Männer,"sonstige Erledigung - Verfahren ohne Bescheid beendet",,51
2016,alle Berufsgruppen,Frauen,"sonstige Erledigung - Verfahren ohne Bescheid beendet",,66
2016,alle Berufsgruppen,Insgesamt,"sonstige Erledigung - Verfahren ohne Bescheid beendet",,117
2016,darunter medizinische Gesundheitsberufe,Männer,"sonstige Erledigung - Verfahren ohne Bescheid beendet",,12
2016,darunter medizinische Gesundheitsberufe,Frauen,"sonstige Erledigung - Verfahren ohne Bescheid beendet",,21
2016,darunter medizinische Gesundheitsberufe,Insgesamt,"sonstige Erledigung - Verfahren ohne Bescheid beendet",,36
2015,alle Berufsgruppen,Männer,"sonstige Erledigung - Verfahren ohne Bescheid beendet",,
2015,alle Berufsgruppen,Frauen,"sonstige Erledigung - Verfahren ohne Bescheid beendet",,
2015,alle Berufsgruppen,Insgesamt,"sonstige Erledigung - Verfahren ohne Bescheid beendet",,
2015,darunter medizinische Gesundheitsberufe,Männer,"sonstige Erledigung - Verfahren ohne Bescheid beendet",,
2015,darunter medizinische Gesundheitsberufe,Frauen,"sonstige Erledigung - Verfahren ohne Bescheid beendet",,
2015,darunter medizinische Gesundheitsberufe,Insgesamt,"sonstige Erledigung - Verfahren ohne Bescheid beendet",,
2014,alle Berufsgruppen,Männer,"sonstige Erledigung - Verfahren ohne Bescheid beendet",,
2014,alle Berufsgruppen,Frauen,"sonstige Erledigung - Verfahren ohne Bescheid beendet",,
2014,alle Berufsgruppen,Insgesamt,"sonstige Erledigung - Verfahren ohne Bescheid beendet",,
2014,darunter medizinische Gesundheitsberufe,Männer,"sonstige Erledigung - Verfahren ohne Bescheid beendet",,
2014,darunter medizinische Gesundheitsberufe,Frauen,"sonstige Erledigung - Verfahren ohne Bescheid beendet",,
2014,darunter medizinische Gesundheitsberufe,Insgesamt,"sonstige Erledigung - Verfahren ohne Bescheid beendet",,
2012,alle Berufsgruppen,Männer,"sonstige Erledigung - Verfahren ohne Bescheid beendet",,
2012,alle Berufsgruppen,Frauen,"sonstige Erledigung - Verfahren ohne Bescheid beendet",,
2012,alle Berufsgruppen,Insgesamt,"sonstige Erledigung - Verfahren ohne Bescheid beendet",,
2012,darunter medizinische Gesundheitsberufe,Männer,"sonstige Erledigung - Verfahren ohne Bescheid beendet",,
2012,darunter medizinische Gesundheitsberufe,Frauen,"sonstige Erledigung - Verfahren ohne Bescheid beendet",,
2012,darunter medizinische Gesundheitsberufe,Insgesamt,"sonstige Erledigung - Verfahren ohne Bescheid beendet",,
2022,alle Berufsgruppen,Männer,"Noch keine Entscheidung",,381
2022,alle Berufsgruppen,Frauen,"Noch keine Entscheidung",,894
2022,alle Berufsgruppen,Insgesamt,"Noch keine Entscheidung",,1275
2022,darunter medizinische Gesundheitsberufe,Männer,"Noch keine Entscheidung",,294
2022,darunter medizinische Gesundheitsberufe,Frauen,"Noch keine Entscheidung",,792
2022,darunter medizinische Gesundheitsberufe,Insgesamt,"Noch keine Entscheidung",,1086
2021,alle Berufsgruppen,Männer,"Noch keine Entscheidung",,642
2021,alle Berufsgruppen,Frauen,"Noch keine Entscheidung",,1215
2021,alle Berufsgruppen,Insgesamt,"Noch keine Entscheidung",,1857
2021,darunter medizinische Gesundheitsberufe,Männer,"Noch keine Entscheidung",,492
2021,darunter medizinische Gesundheitsberufe,Frauen,"Noch keine Entscheidung",,1134
2021,darunter medizinische Gesundheitsberufe,Insgesamt,"Noch keine Entscheidung",,1626
2020,alle Berufsgruppen,Männer,"Noch keine Entscheidung",,405
2020,alle Berufsgruppen,Frauen,"Noch keine Entscheidung",,786
2020,alle Berufsgruppen,Insgesamt,"Noch keine Entscheidung",,1191
2020,darunter medizinische Gesundheitsberufe,Männer,"Noch keine Entscheidung",,252
2020,darunter medizinische Gesundheitsberufe,Frauen,"Noch keine Entscheidung",,645
2020,darunter medizinische Gesundheitsberufe,Insgesamt,"Noch keine Entscheidung",,897
2019,alle Berufsgruppen,Männer,"Noch keine Entscheidung",,384
2019,alle Berufsgruppen,Frauen,"Noch keine Entscheidung",,726
2019,alle Berufsgruppen,Insgesamt,"Noch keine Entscheidung",,1107
2019,darunter medizinische Gesundheitsberufe,Männer,"Noch keine Entscheidung",,237
2019,darunter medizinische Gesundheitsberufe,Frauen,"Noch keine Entscheidung",,525
2019,darunter medizinische Gesundheitsberufe,Insgesamt,"Noch keine Entscheidung",,765
2018,alle Berufsgruppen,Männer,"Noch keine Entscheidung",,333
2018,alle Berufsgruppen,Frauen,"Noch keine Entscheidung",,525
2018,alle Berufsgruppen,Insgesamt,"Noch keine Entscheidung",,858
2018,darunter medizinische Gesundheitsberufe,Männer,"Noch keine Entscheidung",,198
2018,darunter medizinische Gesundheitsberufe,Frauen,"Noch keine Entscheidung",,369
2018,darunter medizinische Gesundheitsberufe,Insgesamt,"Noch keine Entscheidung",,567
2017,alle Berufsgruppen,Männer,"Noch keine Entscheidung",,279
2017,alle Berufsgruppen,Frauen,"Noch keine Entscheidung",,345
2017,alle Berufsgruppen,Insgesamt,"Noch keine Entscheidung",,624
2017,darunter medizinische Gesundheitsberufe,Männer,"Noch keine Entscheidung",,102
2017,darunter medizinische Gesundheitsberufe,Frauen,"Noch keine Entscheidung",,243
2017,darunter medizinische Gesundheitsberufe,Insgesamt,"Noch keine Entscheidung",,348
2016,alle Berufsgruppen,Männer,"Noch keine Entscheidung",,252
2016,alle Berufsgruppen,Frauen,"Noch keine Entscheidung",,309
2016,alle Berufsgruppen,Insgesamt,"Noch keine Entscheidung",,561
2016,darunter medizinische Gesundheitsberufe,Männer,"Noch keine Entscheidung",,72
2016,darunter medizinische Gesundheitsberufe,Frauen,"Noch keine Entscheidung",,144
2016,darunter medizinische Gesundheitsberufe,Insgesamt,"Noch keine Entscheidung",,219
2015,alle Berufsgruppen,Männer,"Noch keine Entscheidung",,135
2015,alle Berufsgruppen,Frauen,"Noch keine Entscheidung",,273
2015,alle Berufsgruppen,Insgesamt,"Noch keine Entscheidung",,414
2015,darunter medizinische Gesundheitsberufe,Männer,"Noch keine Entscheidung",,57
2015,darunter medizinische Gesundheitsberufe,Frauen,"Noch keine Entscheidung",,180
2015,darunter medizinische Gesundheitsberufe,Insgesamt,"Noch keine Entscheidung",,237
2014,alle Berufsgruppen,Männer,"Noch keine Entscheidung",,89
2014,alle Berufsgruppen,Frauen,"Noch keine Entscheidung",,417
2014,alle Berufsgruppen,Insgesamt,"Noch keine Entscheidung",,506
2014,darunter medizinische Gesundheitsberufe,Männer,"Noch keine Entscheidung",,
2014,darunter medizinische Gesundheitsberufe,Frauen,"Noch keine Entscheidung",,186
2014,darunter medizinische Gesundheitsberufe,Insgesamt,"Noch keine Entscheidung",,186
2012,alle Berufsgruppen,Männer,"Noch keine Entscheidung",,39
2012,alle Berufsgruppen,Frauen,"Noch keine Entscheidung",,63
2012,alle Berufsgruppen,Insgesamt,"Noch keine Entscheidung",,102
2012,darunter medizinische Gesundheitsberufe,Männer,"Noch keine Entscheidung",,12
2012,darunter medizinische Gesundheitsberufe,Frauen,"Noch keine Entscheidung",,36
2012,darunter medizinische Gesundheitsberufe,Insgesamt,"Noch keine Entscheidung",,48
