Year,Erreichter Schulabschluss,Besuchte Schule,Nationalität,Units,Value
2013,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufl. Gymnasium,Deutsche,Anzahl,0
2013,Ohne erfolgreichen Besuch/Abschluss,Berufl. Gymnasium,Deutsche,Anzahl,101
2013,nachrichtlich: Abbruch im laufenden Schuljahr,Berufl. Gymnasium,Deutsche,Anzahl,1599
2013,Insgesamt,Berufl. Gymnasium,Ausländerinnen und Ausländer,Anzahl,212
2013,Allgemeine Hochschulreife¹⁾,Berufl. Gymnasium,Ausländerinnen und Ausländer,Anzahl,177
2013,Fachhochschulreife,Berufl. Gymnasium,Ausländerinnen und Ausländer,Anzahl,6
2013,Schulischer Teil der Fachhochschulreife,Berufl. Gymnasium,Ausländerinnen und Ausländer,Anzahl,23
2013,Realschulabschluss,Berufl. Gymnasium,Ausländerinnen und Ausländer,Anzahl,0
2013,Hauptschulabschluss,Berufl. Gymnasium,Ausländerinnen und Ausländer,Anzahl,0
2013,Erfolgreicher Besuch,Berufl. Gymnasium,Ausländerinnen und Ausländer,Anzahl,0
2013,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufl. Gymnasium,Ausländerinnen und Ausländer,Anzahl,0
2013,Ohne erfolgreichen Besuch/Abschluss,Berufl. Gymnasium,Ausländerinnen und Ausländer,Anzahl,5
2013,nachrichtlich: Abbruch im laufenden Schuljahr,Berufl. Gymnasium,Ausländerinnen und Ausländer,Anzahl,75
2012,Insgesamt,Berufl. Gymnasium,Deutsche,Anzahl,7156
2012,Allgemeine Hochschulreife¹⁾,Berufl. Gymnasium,Deutsche,Anzahl,5831
2012,Fachhochschulreife,Berufl. Gymnasium,Deutsche,Anzahl,765
2012,Schulischer Teil der Fachhochschulreife,Berufl. Gymnasium,Deutsche,Anzahl,698
2012,Realschulabschluss,Berufl. Gymnasium,Deutsche,Anzahl,5
2012,Hauptschulabschluss,Berufl. Gymnasium,Deutsche,Anzahl,0
2012,Erfolgreicher Besuch,Berufl. Gymnasium,Deutsche,Anzahl,0
2012,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufl. Gymnasium,Deutsche,Anzahl,0
2012,Ohne erfolgreichen Besuch/Abschluss,Berufl. Gymnasium,Deutsche,Anzahl,540
2012,nachrichtlich: Abbruch im laufenden Schuljahr,Berufl. Gymnasium,Deutsche,Anzahl,1465
2012,Insgesamt,Berufl. Gymnasium,Ausländerinnen und Ausländer,Anzahl,210
2012,Allgemeine Hochschulreife¹⁾,Berufl. Gymnasium,Ausländerinnen und Ausländer,Anzahl,149
2012,Fachhochschulreife,Berufl. Gymnasium,Ausländerinnen und Ausländer,Anzahl,33
2012,Schulischer Teil der Fachhochschulreife,Berufl. Gymnasium,Ausländerinnen und Ausländer,Anzahl,30
2012,Realschulabschluss,Berufl. Gymnasium,Ausländerinnen und Ausländer,Anzahl,0
2012,Hauptschulabschluss,Berufl. Gymnasium,Ausländerinnen und Ausländer,Anzahl,0
2012,Erfolgreicher Besuch,Berufl. Gymnasium,Ausländerinnen und Ausländer,Anzahl,0
2012,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufl. Gymnasium,Ausländerinnen und Ausländer,Anzahl,0
2012,Ohne erfolgreichen Besuch/Abschluss,Berufl. Gymnasium,Ausländerinnen und Ausländer,Anzahl,28
2012,nachrichtlich: Abbruch im laufenden Schuljahr,Berufl. Gymnasium,Ausländerinnen und Ausländer,Anzahl,65
2011,Insgesamt,Berufl. Gymnasium,Deutsche,Anzahl,6568
2011,Allgemeine Hochschulreife¹⁾,Berufl. Gymnasium,Deutsche,Anzahl,5305
2011,Fachhochschulreife,Berufl. Gymnasium,Deutsche,Anzahl,646
2011,Schulischer Teil der Fachhochschulreife,Berufl. Gymnasium,Deutsche,Anzahl,549
2011,Realschulabschluss,Berufl. Gymnasium,Deutsche,Anzahl,1
2011,Hauptschulabschluss,Berufl. Gymnasium,Deutsche,Anzahl,0
2011,Erfolgreicher Besuch,Berufl. Gymnasium,Deutsche,Anzahl,0
2011,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufl. Gymnasium,Deutsche,Anzahl,0
2011,Ohne erfolgreichen Besuch/Abschluss,Berufl. Gymnasium,Deutsche,Anzahl,611
2011,nachrichtlich: Abbruch im laufenden Schuljahr,Berufl. Gymnasium,Deutsche,Anzahl,1417
2011,Insgesamt,Berufl. Gymnasium,Ausländerinnen und Ausländer,Anzahl,191
2011,Allgemeine Hochschulreife¹⁾,Berufl. Gymnasium,Ausländerinnen und Ausländer,Anzahl,145
2011,Fachhochschulreife,Berufl. Gymnasium,Ausländerinnen und Ausländer,Anzahl,19
2011,Schulischer Teil der Fachhochschulreife,Berufl. Gymnasium,Ausländerinnen und Ausländer,Anzahl,10
2011,Realschulabschluss,Berufl. Gymnasium,Ausländerinnen und Ausländer,Anzahl,0
2011,Hauptschulabschluss,Berufl. Gymnasium,Ausländerinnen und Ausländer,Anzahl,0
2011,Erfolgreicher Besuch,Berufl. Gymnasium,Ausländerinnen und Ausländer,Anzahl,0
2011,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufl. Gymnasium,Ausländerinnen und Ausländer,Anzahl,0
2011,Ohne erfolgreichen Besuch/Abschluss,Berufl. Gymnasium,Ausländerinnen und Ausländer,Anzahl,27
2011,nachrichtlich: Abbruch im laufenden Schuljahr,Berufl. Gymnasium,Ausländerinnen und Ausländer,Anzahl,75
2022,Insgesamt,Fachschule,Deutsche,Anzahl,5796
2022,Allgemeine Hochschulreife¹⁾,Fachschule,Deutsche,Anzahl,0
2022,Fachhochschulreife,Fachschule,Deutsche,Anzahl,4467
2022,Schulischer Teil der Fachhochschulreife,Fachschule,Deutsche,Anzahl,0
2022,Realschulabschluss,Fachschule,Deutsche,Anzahl,0
2022,Hauptschulabschluss,Fachschule,Deutsche,Anzahl,0
2022,Erfolgreicher Besuch,Fachschule,Deutsche,Anzahl,1231
2022,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Fachschule,Deutsche,Anzahl,0
2022,Ohne erfolgreichen Besuch/Abschluss,Fachschule,Deutsche,Anzahl,98
2022,nachrichtlich: Abbruch im laufenden Schuljahr,Fachschule,Deutsche,Anzahl,892
2022,Insgesamt,Fachschule,Ausländerinnen und Ausländer,Anzahl,117
2022,Allgemeine Hochschulreife¹⁾,Fachschule,Ausländerinnen und Ausländer,Anzahl,0
2022,Fachhochschulreife,Fachschule,Ausländerinnen und Ausländer,Anzahl,100
2022,Schulischer Teil der Fachhochschulreife,Fachschule,Ausländerinnen und Ausländer,Anzahl,0
2022,Realschulabschluss,Fachschule,Ausländerinnen und Ausländer,Anzahl,0
2022,Hauptschulabschluss,Fachschule,Ausländerinnen und Ausländer,Anzahl,0
2022,Erfolgreicher Besuch,Fachschule,Ausländerinnen und Ausländer,Anzahl,14
2022,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Fachschule,Ausländerinnen und Ausländer,Anzahl,0
2022,Ohne erfolgreichen Besuch/Abschluss,Fachschule,Ausländerinnen und Ausländer,Anzahl,3
2022,nachrichtlich: Abbruch im laufenden Schuljahr,Fachschule,Ausländerinnen und Ausländer,Anzahl,27
2021,Insgesamt,Fachschule,Deutsche,Anzahl,5359
2021,Allgemeine Hochschulreife¹⁾,Fachschule,Deutsche,Anzahl,0
2021,Fachhochschulreife,Fachschule,Deutsche,Anzahl,4065
2021,Schulischer Teil der Fachhochschulreife,Fachschule,Deutsche,Anzahl,0
2021,Realschulabschluss,Fachschule,Deutsche,Anzahl,0
2021,Hauptschulabschluss,Fachschule,Deutsche,Anzahl,0
2021,Erfolgreicher Besuch,Fachschule,Deutsche,Anzahl,1219
2021,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Fachschule,Deutsche,Anzahl,0
2021,Ohne erfolgreichen Besuch/Abschluss,Fachschule,Deutsche,Anzahl,75
2021,nachrichtlich: Abbruch im laufenden Schuljahr,Fachschule,Deutsche,Anzahl,840
2021,Insgesamt,Fachschule,Ausländerinnen und Ausländer,Anzahl,94
2021,Allgemeine Hochschulreife¹⁾,Fachschule,Ausländerinnen und Ausländer,Anzahl,0
2021,Fachhochschulreife,Fachschule,Ausländerinnen und Ausländer,Anzahl,81
2021,Schulischer Teil der Fachhochschulreife,Fachschule,Ausländerinnen und Ausländer,Anzahl,0
2021,Realschulabschluss,Fachschule,Ausländerinnen und Ausländer,Anzahl,0
2021,Hauptschulabschluss,Fachschule,Ausländerinnen und Ausländer,Anzahl,0
2021,Erfolgreicher Besuch,Fachschule,Ausländerinnen und Ausländer,Anzahl,11
2021,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Fachschule,Ausländerinnen und Ausländer,Anzahl,0
2021,Ohne erfolgreichen Besuch/Abschluss,Fachschule,Ausländerinnen und Ausländer,Anzahl,2
2021,nachrichtlich: Abbruch im laufenden Schuljahr,Fachschule,Ausländerinnen und Ausländer,Anzahl,22
2020,Insgesamt,Fachschule,Deutsche,Anzahl,5961
2020,Allgemeine Hochschulreife¹⁾,Fachschule,Deutsche,Anzahl,0
2020,Fachhochschulreife,Fachschule,Deutsche,Anzahl,4417
2020,Schulischer Teil der Fachhochschulreife,Fachschule,Deutsche,Anzahl,0
2020,Realschulabschluss,Fachschule,Deutsche,Anzahl,0
2020,Hauptschulabschluss,Fachschule,Deutsche,Anzahl,0
2020,Erfolgreicher Besuch,Fachschule,Deutsche,Anzahl,1480
2020,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Fachschule,Deutsche,Anzahl,0
2020,Ohne erfolgreichen Besuch/Abschluss,Fachschule,Deutsche,Anzahl,64
2020,nachrichtlich: Abbruch im laufenden Schuljahr,Fachschule,Deutsche,Anzahl,845
2020,Insgesamt,Fachschule,Ausländerinnen und Ausländer,Anzahl,111
2020,Allgemeine Hochschulreife¹⁾,Fachschule,Ausländerinnen und Ausländer,Anzahl,0
2020,Fachhochschulreife,Fachschule,Ausländerinnen und Ausländer,Anzahl,92
2020,Schulischer Teil der Fachhochschulreife,Fachschule,Ausländerinnen und Ausländer,Anzahl,0
2020,Realschulabschluss,Fachschule,Ausländerinnen und Ausländer,Anzahl,0
2020,Hauptschulabschluss,Fachschule,Ausländerinnen und Ausländer,Anzahl,0
2020,Erfolgreicher Besuch,Fachschule,Ausländerinnen und Ausländer,Anzahl,17
2020,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Fachschule,Ausländerinnen und Ausländer,Anzahl,0
2020,Ohne erfolgreichen Besuch/Abschluss,Fachschule,Ausländerinnen und Ausländer,Anzahl,2
2020,nachrichtlich: Abbruch im laufenden Schuljahr,Fachschule,Ausländerinnen und Ausländer,Anzahl,22
2019,Insgesamt,Fachschule,Deutsche,Anzahl,6005
2019,Allgemeine Hochschulreife¹⁾,Fachschule,Deutsche,Anzahl,0
2019,Fachhochschulreife,Fachschule,Deutsche,Anzahl,4357
2019,Schulischer Teil der Fachhochschulreife,Fachschule,Deutsche,Anzahl,0
2019,Realschulabschluss,Fachschule,Deutsche,Anzahl,0
2019,Hauptschulabschluss,Fachschule,Deutsche,Anzahl,0
2019,Erfolgreicher Besuch,Fachschule,Deutsche,Anzahl,1576
2019,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Fachschule,Deutsche,Anzahl,0
2019,Ohne erfolgreichen Besuch/Abschluss,Fachschule,Deutsche,Anzahl,72
2019,nachrichtlich: Abbruch im laufenden Schuljahr,Fachschule,Deutsche,Anzahl,876
2019,Insgesamt,Fachschule,Ausländerinnen und Ausländer,Anzahl,91
2019,Allgemeine Hochschulreife¹⁾,Fachschule,Ausländerinnen und Ausländer,Anzahl,0
2019,Fachhochschulreife,Fachschule,Ausländerinnen und Ausländer,Anzahl,71
2019,Schulischer Teil der Fachhochschulreife,Fachschule,Ausländerinnen und Ausländer,Anzahl,0
2019,Realschulabschluss,Fachschule,Ausländerinnen und Ausländer,Anzahl,0
2019,Hauptschulabschluss,Fachschule,Ausländerinnen und Ausländer,Anzahl,0
2019,Erfolgreicher Besuch,Fachschule,Ausländerinnen und Ausländer,Anzahl,20
2019,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Fachschule,Ausländerinnen und Ausländer,Anzahl,0
2019,Ohne erfolgreichen Besuch/Abschluss,Fachschule,Ausländerinnen und Ausländer,Anzahl,0
2019,nachrichtlich: Abbruch im laufenden Schuljahr,Fachschule,Ausländerinnen und Ausländer,Anzahl,27
2018,Insgesamt,Fachschule,Deutsche,Anzahl,6161
2018,Allgemeine Hochschulreife¹⁾,Fachschule,Deutsche,Anzahl,0
2018,Fachhochschulreife,Fachschule,Deutsche,Anzahl,4424
2018,Schulischer Teil der Fachhochschulreife,Fachschule,Deutsche,Anzahl,0
2018,Realschulabschluss,Fachschule,Deutsche,Anzahl,0
2018,Hauptschulabschluss,Fachschule,Deutsche,Anzahl,0
2018,Erfolgreicher Besuch,Fachschule,Deutsche,Anzahl,1646
2018,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Fachschule,Deutsche,Anzahl,0
2018,Ohne erfolgreichen Besuch/Abschluss,Fachschule,Deutsche,Anzahl,91
2018,nachrichtlich: Abbruch im laufenden Schuljahr,Fachschule,Deutsche,Anzahl,1027
2018,Insgesamt,Fachschule,Ausländerinnen und Ausländer,Anzahl,113
2018,Allgemeine Hochschulreife¹⁾,Fachschule,Ausländerinnen und Ausländer,Anzahl,0
2018,Fachhochschulreife,Fachschule,Ausländerinnen und Ausländer,Anzahl,87
2018,Schulischer Teil der Fachhochschulreife,Fachschule,Ausländerinnen und Ausländer,Anzahl,0
2018,Realschulabschluss,Fachschule,Ausländerinnen und Ausländer,Anzahl,0
2018,Hauptschulabschluss,Fachschule,Ausländerinnen und Ausländer,Anzahl,0
2018,Erfolgreicher Besuch,Fachschule,Ausländerinnen und Ausländer,Anzahl,21
2018,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Fachschule,Ausländerinnen und Ausländer,Anzahl,0
2018,Ohne erfolgreichen Besuch/Abschluss,Fachschule,Ausländerinnen und Ausländer,Anzahl,5
2018,nachrichtlich: Abbruch im laufenden Schuljahr,Fachschule,Ausländerinnen und Ausländer,Anzahl,25
2017,Insgesamt,Fachschule,Deutsche,Anzahl,6271
2017,Allgemeine Hochschulreife¹⁾,Fachschule,Deutsche,Anzahl,0
2017,Fachhochschulreife,Fachschule,Deutsche,Anzahl,4607
2017,Schulischer Teil der Fachhochschulreife,Fachschule,Deutsche,Anzahl,0
2017,Realschulabschluss,Fachschule,Deutsche,Anzahl,0
2017,Hauptschulabschluss,Fachschule,Deutsche,Anzahl,0
2017,Erfolgreicher Besuch,Fachschule,Deutsche,Anzahl,1592
2017,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Fachschule,Deutsche,Anzahl,0
2017,Ohne erfolgreichen Besuch/Abschluss,Fachschule,Deutsche,Anzahl,72
2017,nachrichtlich: Abbruch im laufenden Schuljahr,Fachschule,Deutsche,Anzahl,969
2017,Insgesamt,Fachschule,Ausländerinnen und Ausländer,Anzahl,78
2017,Allgemeine Hochschulreife¹⁾,Fachschule,Ausländerinnen und Ausländer,Anzahl,0
2017,Fachhochschulreife,Fachschule,Ausländerinnen und Ausländer,Anzahl,61
2017,Schulischer Teil der Fachhochschulreife,Fachschule,Ausländerinnen und Ausländer,Anzahl,0
2017,Realschulabschluss,Fachschule,Ausländerinnen und Ausländer,Anzahl,0
2017,Hauptschulabschluss,Fachschule,Ausländerinnen und Ausländer,Anzahl,0
2017,Erfolgreicher Besuch,Fachschule,Ausländerinnen und Ausländer,Anzahl,14
2017,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Fachschule,Ausländerinnen und Ausländer,Anzahl,0
2017,Ohne erfolgreichen Besuch/Abschluss,Fachschule,Ausländerinnen und Ausländer,Anzahl,3
2017,nachrichtlich: Abbruch im laufenden Schuljahr,Fachschule,Ausländerinnen und Ausländer,Anzahl,13
2016,Insgesamt,Fachschule,Deutsche,Anzahl,6258
2016,Allgemeine Hochschulreife¹⁾,Fachschule,Deutsche,Anzahl,0
2016,Fachhochschulreife,Fachschule,Deutsche,Anzahl,4449
2016,Schulischer Teil der Fachhochschulreife,Fachschule,Deutsche,Anzahl,0
2016,Realschulabschluss,Fachschule,Deutsche,Anzahl,0
2016,Hauptschulabschluss,Fachschule,Deutsche,Anzahl,0
2016,Erfolgreicher Besuch,Fachschule,Deutsche,Anzahl,1718
2016,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Fachschule,Deutsche,Anzahl,0
2016,Ohne erfolgreichen Besuch/Abschluss,Fachschule,Deutsche,Anzahl,91
2016,nachrichtlich: Abbruch im laufenden Schuljahr,Fachschule,Deutsche,Anzahl,803
2016,Insgesamt,Fachschule,Ausländerinnen und Ausländer,Anzahl,83
2016,Allgemeine Hochschulreife¹⁾,Fachschule,Ausländerinnen und Ausländer,Anzahl,0
2016,Fachhochschulreife,Fachschule,Ausländerinnen und Ausländer,Anzahl,61
2016,Schulischer Teil der Fachhochschulreife,Fachschule,Ausländerinnen und Ausländer,Anzahl,0
2016,Realschulabschluss,Fachschule,Ausländerinnen und Ausländer,Anzahl,0
2016,Hauptschulabschluss,Fachschule,Ausländerinnen und Ausländer,Anzahl,0
2016,Erfolgreicher Besuch,Fachschule,Ausländerinnen und Ausländer,Anzahl,20
2016,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Fachschule,Ausländerinnen und Ausländer,Anzahl,0
2016,Ohne erfolgreichen Besuch/Abschluss,Fachschule,Ausländerinnen und Ausländer,Anzahl,2
2016,nachrichtlich: Abbruch im laufenden Schuljahr,Fachschule,Ausländerinnen und Ausländer,Anzahl,18
2015,Insgesamt,Fachschule,Deutsche,Anzahl,6554
2015,Allgemeine Hochschulreife¹⁾,Fachschule,Deutsche,Anzahl,0
2015,Fachhochschulreife,Fachschule,Deutsche,Anzahl,4625
2015,Schulischer Teil der Fachhochschulreife,Fachschule,Deutsche,Anzahl,0
2015,Realschulabschluss,Fachschule,Deutsche,Anzahl,0
2015,Hauptschulabschluss,Fachschule,Deutsche,Anzahl,0
2015,Erfolgreicher Besuch,Fachschule,Deutsche,Anzahl,1826
2015,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Fachschule,Deutsche,Anzahl,0
2015,Ohne erfolgreichen Besuch/Abschluss,Fachschule,Deutsche,Anzahl,103
2015,nachrichtlich: Abbruch im laufenden Schuljahr,Fachschule,Deutsche,Anzahl,837
2015,Insgesamt,Fachschule,Ausländerinnen und Ausländer,Anzahl,86
2015,Allgemeine Hochschulreife¹⁾,Fachschule,Ausländerinnen und Ausländer,Anzahl,0
2015,Fachhochschulreife,Fachschule,Ausländerinnen und Ausländer,Anzahl,69
2015,Schulischer Teil der Fachhochschulreife,Fachschule,Ausländerinnen und Ausländer,Anzahl,0
2015,Realschulabschluss,Fachschule,Ausländerinnen und Ausländer,Anzahl,0
2015,Hauptschulabschluss,Fachschule,Ausländerinnen und Ausländer,Anzahl,0
2015,Erfolgreicher Besuch,Fachschule,Ausländerinnen und Ausländer,Anzahl,16
2015,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Fachschule,Ausländerinnen und Ausländer,Anzahl,0
2015,Ohne erfolgreichen Besuch/Abschluss,Fachschule,Ausländerinnen und Ausländer,Anzahl,1
2015,nachrichtlich: Abbruch im laufenden Schuljahr,Fachschule,Ausländerinnen und Ausländer,Anzahl,20
2014,Insgesamt,Fachschule,Deutsche,Anzahl,5827
2014,Allgemeine Hochschulreife¹⁾,Fachschule,Deutsche,Anzahl,0
2014,Fachhochschulreife,Fachschule,Deutsche,Anzahl,4133
2014,Schulischer Teil der Fachhochschulreife,Fachschule,Deutsche,Anzahl,0
2014,Realschulabschluss,Fachschule,Deutsche,Anzahl,0
2014,Hauptschulabschluss,Fachschule,Deutsche,Anzahl,0
2014,Erfolgreicher Besuch,Fachschule,Deutsche,Anzahl,1610
2014,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Fachschule,Deutsche,Anzahl,0
2014,Ohne erfolgreichen Besuch/Abschluss,Fachschule,Deutsche,Anzahl,84
2014,nachrichtlich: Abbruch im laufenden Schuljahr,Fachschule,Deutsche,Anzahl,884
2014,Insgesamt,Fachschule,Ausländerinnen und Ausländer,Anzahl,75
2014,Allgemeine Hochschulreife¹⁾,Fachschule,Ausländerinnen und Ausländer,Anzahl,0
2014,Fachhochschulreife,Fachschule,Ausländerinnen und Ausländer,Anzahl,59
2014,Schulischer Teil der Fachhochschulreife,Fachschule,Ausländerinnen und Ausländer,Anzahl,0
2014,Realschulabschluss,Fachschule,Ausländerinnen und Ausländer,Anzahl,0
2014,Hauptschulabschluss,Fachschule,Ausländerinnen und Ausländer,Anzahl,0
2014,Erfolgreicher Besuch,Fachschule,Ausländerinnen und Ausländer,Anzahl,15
2014,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Fachschule,Ausländerinnen und Ausländer,Anzahl,0
2014,Ohne erfolgreichen Besuch/Abschluss,Fachschule,Ausländerinnen und Ausländer,Anzahl,1
2014,nachrichtlich: Abbruch im laufenden Schuljahr,Fachschule,Ausländerinnen und Ausländer,Anzahl,20
2013,Insgesamt,Fachschule,Deutsche,Anzahl,5702
2013,Allgemeine Hochschulreife¹⁾,Fachschule,Deutsche,Anzahl,0
2013,Fachhochschulreife,Fachschule,Deutsche,Anzahl,3997
2013,Schulischer Teil der Fachhochschulreife,Fachschule,Deutsche,Anzahl,0
2013,Realschulabschluss,Fachschule,Deutsche,Anzahl,0
2013,Hauptschulabschluss,Fachschule,Deutsche,Anzahl,0
2013,Erfolgreicher Besuch,Fachschule,Deutsche,Anzahl,1644
2013,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Fachschule,Deutsche,Anzahl,0
2013,Ohne erfolgreichen Besuch/Abschluss,Fachschule,Deutsche,Anzahl,61
2013,nachrichtlich: Abbruch im laufenden Schuljahr,Fachschule,Deutsche,Anzahl,805
2013,Insgesamt,Fachschule,Ausländerinnen und Ausländer,Anzahl,70
2013,Allgemeine Hochschulreife¹⁾,Fachschule,Ausländerinnen und Ausländer,Anzahl,0
2013,Fachhochschulreife,Fachschule,Ausländerinnen und Ausländer,Anzahl,58
2013,Schulischer Teil der Fachhochschulreife,Fachschule,Ausländerinnen und Ausländer,Anzahl,0
2013,Realschulabschluss,Fachschule,Ausländerinnen und Ausländer,Anzahl,0
2013,Hauptschulabschluss,Fachschule,Ausländerinnen und Ausländer,Anzahl,0
2013,Erfolgreicher Besuch,Fachschule,Ausländerinnen und Ausländer,Anzahl,11
2013,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Fachschule,Ausländerinnen und Ausländer,Anzahl,0
2013,Ohne erfolgreichen Besuch/Abschluss,Fachschule,Ausländerinnen und Ausländer,Anzahl,1
2013,nachrichtlich: Abbruch im laufenden Schuljahr,Fachschule,Ausländerinnen und Ausländer,Anzahl,20
2012,Insgesamt,Fachschule,Deutsche,Anzahl,5830
2012,Allgemeine Hochschulreife¹⁾,Fachschule,Deutsche,Anzahl,0
2012,Fachhochschulreife,Fachschule,Deutsche,Anzahl,3998
2012,Schulischer Teil der Fachhochschulreife,Fachschule,Deutsche,Anzahl,0
2012,Realschulabschluss,Fachschule,Deutsche,Anzahl,0
2012,Hauptschulabschluss,Fachschule,Deutsche,Anzahl,0
2012,Erfolgreicher Besuch,Fachschule,Deutsche,Anzahl,1730
2012,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Fachschule,Deutsche,Anzahl,0
2012,Ohne erfolgreichen Besuch/Abschluss,Fachschule,Deutsche,Anzahl,102
2012,nachrichtlich: Abbruch im laufenden Schuljahr,Fachschule,Deutsche,Anzahl,900
2012,Insgesamt,Fachschule,Ausländerinnen und Ausländer,Anzahl,74
2012,Allgemeine Hochschulreife¹⁾,Fachschule,Ausländerinnen und Ausländer,Anzahl,0
2012,Fachhochschulreife,Fachschule,Ausländerinnen und Ausländer,Anzahl,54
2012,Schulischer Teil der Fachhochschulreife,Fachschule,Ausländerinnen und Ausländer,Anzahl,0
2012,Realschulabschluss,Fachschule,Ausländerinnen und Ausländer,Anzahl,0
2012,Hauptschulabschluss,Fachschule,Ausländerinnen und Ausländer,Anzahl,0
2012,Erfolgreicher Besuch,Fachschule,Ausländerinnen und Ausländer,Anzahl,18
2012,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Fachschule,Ausländerinnen und Ausländer,Anzahl,0
2012,Ohne erfolgreichen Besuch/Abschluss,Fachschule,Ausländerinnen und Ausländer,Anzahl,2
2012,nachrichtlich: Abbruch im laufenden Schuljahr,Fachschule,Ausländerinnen und Ausländer,Anzahl,16
2011,Insgesamt,Fachschule,Deutsche,Anzahl,5639
2011,Allgemeine Hochschulreife¹⁾,Fachschule,Deutsche,Anzahl,0
2011,Fachhochschulreife,Fachschule,Deutsche,Anzahl,3773
2011,Schulischer Teil der Fachhochschulreife,Fachschule,Deutsche,Anzahl,0
2011,Realschulabschluss,Fachschule,Deutsche,Anzahl,0
2011,Hauptschulabschluss,Fachschule,Deutsche,Anzahl,0
2011,Erfolgreicher Besuch,Fachschule,Deutsche,Anzahl,1756
2011,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Fachschule,Deutsche,Anzahl,0
2011,Ohne erfolgreichen Besuch/Abschluss,Fachschule,Deutsche,Anzahl,110
2011,nachrichtlich: Abbruch im laufenden Schuljahr,Fachschule,Deutsche,Anzahl,802
2011,Insgesamt,Fachschule,Ausländerinnen und Ausländer,Anzahl,79
2011,Allgemeine Hochschulreife¹⁾,Fachschule,Ausländerinnen und Ausländer,Anzahl,0
2011,Fachhochschulreife,Fachschule,Ausländerinnen und Ausländer,Anzahl,54
2011,Schulischer Teil der Fachhochschulreife,Fachschule,Ausländerinnen und Ausländer,Anzahl,0
2011,Realschulabschluss,Fachschule,Ausländerinnen und Ausländer,Anzahl,0
2011,Hauptschulabschluss,Fachschule,Ausländerinnen und Ausländer,Anzahl,0
2011,Erfolgreicher Besuch,Fachschule,Ausländerinnen und Ausländer,Anzahl,24
2011,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Fachschule,Ausländerinnen und Ausländer,Anzahl,0
2011,Ohne erfolgreichen Besuch/Abschluss,Fachschule,Ausländerinnen und Ausländer,Anzahl,1
2011,nachrichtlich: Abbruch im laufenden Schuljahr,Fachschule,Ausländerinnen und Ausländer,Anzahl,19
2022,Insgesamt,Insgesamt,Deutsche,Prozent,100
2022,Allgemeine Hochschulreife¹⁾,Insgesamt,Deutsche,Prozent,100
2022,Fachhochschulreife,Insgesamt,Deutsche,Prozent,100
2022,Schulischer Teil der Fachhochschulreife,Insgesamt,Deutsche,Prozent,100
2022,Realschulabschluss,Insgesamt,Deutsche,Prozent,100
2022,Hauptschulabschluss,Insgesamt,Deutsche,Prozent,100
2022,Erfolgreicher Besuch,Insgesamt,Deutsche,Prozent,100
2022,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Insgesamt,Deutsche,Prozent,100
2022,Ohne erfolgreichen Besuch/Abschluss,Insgesamt,Deutsche,Prozent,100
2022,nachrichtlich: Abbruch im laufenden Schuljahr,Insgesamt,Deutsche,Prozent,100
2022,Insgesamt,Insgesamt,Ausländerinnen und Ausländer,Prozent,100
2022,Allgemeine Hochschulreife¹⁾,Insgesamt,Ausländerinnen und Ausländer,Prozent,100
