Year,Land der Staatsangehörigkeit,Kategorie,Units,Value
2014,"übrige afrikanische Staaten",Männer,Anzahl,1103
2014,"Afrika insgesamt",Männer,Anzahl,13269
2014,"übrige amerikanische Staaten",Männer,Anzahl,460
2014,"Amerika insgesamt",Männer,Anzahl,6214
2014,"Afghanistan",Männer,Anzahl,2697
2014,"China",Männer,Anzahl,3795
2014,"Indien",Männer,Anzahl,2170
2014,"Irak",Männer,Anzahl,5530
2014,"Iran, Islamische Republik",Männer,Anzahl,3041
2014,"Syrien, Arabische Republik",Männer,Anzahl,9710
2014,"Vietnam",Männer,Anzahl,3809
2014,"übrige asiatische Staaten",Männer,Anzahl,1426
2014,"Asien insgesamt",Männer,Anzahl,45531
2014,"Australien und Ozeanien",Männer,Anzahl,544
2014,"staatenlos",Männer,Anzahl,1053
2014,"ungeklärt,oh.Angabe,unbekannt",Männer,Anzahl,3370
2014,"Ausländer insgesamt",Männer,Anzahl,302438
2013,"Bulgarien",Männer,Anzahl,5456
2013,"Griechenland",Männer,Anzahl,9217
2013,"Italien",Männer,Anzahl,15282
2013,"Serbien (ohne Kosovo) ab 2008",Männer,Anzahl,8481
2013,"Kroatien",Männer,Anzahl,3547
2013,"Kosovo",Männer,Anzahl,6560
2013,"Niederlande",Männer,Anzahl,17020
2013,"Polen",Männer,Anzahl,35763
2013,"Rumänien",Männer,Anzahl,9499
2013,"Russische Föderation",Männer,Anzahl,7280
2013,"Spanien",Männer,Anzahl,5414
2013,"Türkei",Männer,Anzahl,47964
2013,"Ukraine",Männer,Anzahl,3629
2013,"übrige europäische Staaten",Männer,Anzahl,4
2013,"Europa insgesamt",Männer,Anzahl,215221
2013,"übrige afrikanische Staaten",Männer,Anzahl,1017
2013,"Afrika insgesamt",Männer,Anzahl,10827
2013,"übrige amerikanische Staaten",Männer,Anzahl,457
2013,"Amerika insgesamt",Männer,Anzahl,5972
2013,"Afghanistan",Männer,Anzahl,2342
2013,"China",Männer,Anzahl,3498
2013,"Indien",Männer,Anzahl,1986
2013,"Irak",Männer,Anzahl,5201
2013,"Iran, Islamische Republik",Männer,Anzahl,3034
2013,"Syrien, Arabische Republik",Männer,Anzahl,5250
2013,"Vietnam",Männer,Anzahl,3876
2013,"übrige asiatische Staaten",Männer,Anzahl,1430
2013,"Asien insgesamt",Männer,Anzahl,39307
2013,"Australien und Ozeanien",Männer,Anzahl,547
2013,"staatenlos",Männer,Anzahl,1018
2013,"ungeklärt,oh.Angabe,unbekannt",Männer,Anzahl,3000
2013,"Ausländer insgesamt",Männer,Anzahl,275914
2012,"Bulgarien",Männer,Anzahl,4352
2012,"Griechenland",Männer,Anzahl,8737
2012,"Italien",Männer,Anzahl,14560
2012,"Serbien (ohne Kosovo) ab 2008",Männer,Anzahl,8817
2012,"Kroatien",Männer,Anzahl,3341
2012,"Kosovo",Männer,Anzahl,5778
2012,"Niederlande",Männer,Anzahl,16908
2012,"Polen",Männer,Anzahl,29767
2012,"Rumänien",Männer,Anzahl,7324
2012,"Russische Föderation",Männer,Anzahl,6735
2012,"Spanien",Männer,Anzahl,4800
2012,"Türkei",Männer,Anzahl,49002
2012,"Ukraine",Männer,Anzahl,3717
2012,"übrige europäische Staaten",Männer,Anzahl,3
2012,"Europa insgesamt",Männer,Anzahl,200610
2012,"übrige afrikanische Staaten",Männer,Anzahl,826
2012,"Afrika insgesamt",Männer,Anzahl,8780
2012,"übrige amerikanische Staaten",Männer,Anzahl,425
2012,"Amerika insgesamt",Männer,Anzahl,5618
2012,"Afghanistan",Männer,Anzahl,2059
2012,"China",Männer,Anzahl,3127
2012,"Indien",Männer,Anzahl,1711
2012,"Irak",Männer,Anzahl,5155
2012,"Iran, Islamische Republik",Männer,Anzahl,2740
2012,"Syrien, Arabische Republik",Männer,Anzahl,3897
2012,"Vietnam",Männer,Anzahl,4014
2012,"übrige asiatische Staaten",Männer,Anzahl,1297
2012,"Asien insgesamt",Männer,Anzahl,36160
2012,"Australien und Ozeanien",Männer,Anzahl,518
2012,"staatenlos",Männer,Anzahl,989
2012,"ungeklärt,oh.Angabe,unbekannt",Männer,Anzahl,3153
2012,"Ausländer insgesamt",Männer,Anzahl,255855
2011,"Bulgarien",Männer,Anzahl,3334
2011,"Griechenland",Männer,Anzahl,8324
2011,"Italien",Männer,Anzahl,14185
2011,"Serbien (ohne Kosovo) ab 2008",Männer,Anzahl,8973
2011,"Kroatien",Männer,Anzahl,3195
2011,"Kosovo",Männer,Anzahl,5405
2011,"Niederlande",Männer,Anzahl,16847
2011,"Polen",Männer,Anzahl,24280
2011,"Rumänien",Männer,Anzahl,5335
2011,"Russische Föderation",Männer,Anzahl,6657
2011,"Spanien",Männer,Anzahl,4456
2011,"Türkei",Männer,Anzahl,50334
2011,"Ukraine",Männer,Anzahl,3843
2011,"übrige europäische Staaten",Männer,Anzahl,11
2011,"Europa insgesamt",Männer,Anzahl,189263
2011,"übrige afrikanische Staaten",Männer,Anzahl,876
2011,"Afrika insgesamt",Männer,Anzahl,8341
2011,"übrige amerikanische Staaten",Männer,Anzahl,399
2011,"Amerika insgesamt",Männer,Anzahl,5320
2011,"Afghanistan",Männer,Anzahl,1863
2011,"China",Männer,Anzahl,2780
2011,"Indien",Männer,Anzahl,1572
2011,"Irak",Männer,Anzahl,5172
2011,"Iran, Islamische Republik",Männer,Anzahl,2530
2011,"Syrien, Arabische Republik",Männer,Anzahl,3299
2011,"Vietnam",Männer,Anzahl,4310
2011,"übrige asiatische Staaten",Männer,Anzahl,1568
2011,"Asien insgesamt",Männer,Anzahl,34989
2011,"Australien und Ozeanien",Männer,Anzahl,495
2011,"staatenlos",Männer,Anzahl,966
2011,"ungeklärt,oh.Angabe,unbekannt",Männer,Anzahl,2935
2011,"Ausländer insgesamt",Männer,Anzahl,242335
2010,"Bulgarien",Männer,Anzahl,2533
2010,"Griechenland",Männer,Anzahl,8074
2010,"Italien",Männer,Anzahl,14341
2010,"Serbien (ohne Kosovo) ab 2008",Männer,Anzahl,4954
2010,"Kroatien",Männer,Anzahl,3127
2010,"Kosovo",Männer,Anzahl,3615
2010,"Niederlande",Männer,Anzahl,16578
2010,"Polen",Männer,Anzahl,20236
2010,"Rumänien",Männer,Anzahl,4238
2010,"Russische Föderation",Männer,Anzahl,6708
2010,"Spanien",Männer,Anzahl,4373
2010,"Türkei",Männer,Anzahl,51446
2010,"Ukraine",Männer,Anzahl,3975
2010,"übrige europäische Staaten",Männer,Anzahl,9
2010,"Europa insgesamt",Männer,Anzahl,182843
2010,"übrige afrikanische Staaten",Männer,Anzahl,871
2010,"Afrika insgesamt",Männer,Anzahl,8152
2010,"übrige amerikanische Staaten",Männer,Anzahl,380
2010,"Amerika insgesamt",Männer,Anzahl,5101
2010,"Afghanistan",Männer,Anzahl,1603
2010,"China",Männer,Anzahl,2707
2010,"Indien",Männer,Anzahl,1449
2010,"Irak",Männer,Anzahl,5070
2010,"Iran, Islamische Republik",Männer,Anzahl,2440
2010,"Syrien, Arabische Republik",Männer,Anzahl,2919
2010,"Vietnam",Männer,Anzahl,4567
2010,"übrige asiatische Staaten",Männer,Anzahl,1696
2010,"Asien insgesamt",Männer,Anzahl,34439
2010,"Australien und Ozeanien",Männer,Anzahl,425
2010,"staatenlos",Männer,Anzahl,968
2010,"ungeklärt,oh.Angabe,unbekannt",Männer,Anzahl,3184
2010,"Ausländer insgesamt",Männer,Anzahl,235118
2009,"Bulgarien",Männer,Anzahl,1843
2009,"Griechenland",Männer,Anzahl,8103
2009,"Italien",Männer,Anzahl,14127
2009,"Serbien (ohne Kosovo) ab 2008",Männer,Anzahl,3253
2009,"Kroatien",Männer,Anzahl,3069
2009,"Kosovo",Männer,Anzahl,2625
2009,"Niederlande",Männer,Anzahl,16297
2009,"Polen",Männer,Anzahl,18622
2009,"Rumänien",Männer,Anzahl,3163
2009,"Russische Föderation",Männer,Anzahl,6771
2009,"Spanien",Männer,Anzahl,4362
2009,"Türkei",Männer,Anzahl,52760
2009,"Ukraine",Männer,Anzahl,4088
2009,"übrige europäische Staaten",Männer,Anzahl,7
2009,"Europa insgesamt",Männer,Anzahl,179948
2009,"übrige afrikanische Staaten",Männer,Anzahl,794
2009,"Afrika insgesamt",Männer,Anzahl,8136
2009,"übrige amerikanische Staaten",Männer,Anzahl,349
2009,"Amerika insgesamt",Männer,Anzahl,4995
2009,"Afghanistan",Männer,Anzahl,1397
2009,"China",Männer,Anzahl,2686
2009,"Indien",Männer,Anzahl,1300
2009,"Irak",Männer,Anzahl,4863
2009,"Iran, Islamische Republik",Männer,Anzahl,2389
2009,"Syrien, Arabische Republik",Männer,Anzahl,2765
2009,"Vietnam",Männer,Anzahl,4665
2009,"übrige asiatische Staaten",Männer,Anzahl,1643
2009,"Asien insgesamt",Männer,Anzahl,34119
2009,"Australien und Ozeanien",Männer,Anzahl,359
2009,"staatenlos",Männer,Anzahl,986
2009,"ungeklärt,oh.Angabe,unbekannt",Männer,Anzahl,3344
2009,"Ausländer insgesamt",Männer,Anzahl,231895
2008,"Bulgarien",Männer,Anzahl,1481
2008,"Griechenland",Männer,Anzahl,8351
2008,"Italien",Männer,Anzahl,14278
2008,"Serbien (ohne Kosovo) ab 2008",Männer,Anzahl,1516
2008,"Kroatien",Männer,Anzahl,3085
2008,"Kosovo",Männer,Anzahl,914
2008,"Niederlande",Männer,Anzahl,15810
2008,"Polen",Männer,Anzahl,18089
2008,"Rumänien",Männer,Anzahl,2523
2008,"Russische Föderation",Männer,Anzahl,6917
2008,"Spanien",Männer,Anzahl,4473
2008,"Türkei",Männer,Anzahl,54134
2008,"Ukraine",Männer,Anzahl,4107
2008,"übrige europäische Staaten",Männer,Anzahl,10
2008,"Europa insgesamt",Männer,Anzahl,180114
2008,"übrige afrikanische Staaten",Männer,Anzahl,789
2008,"Afrika insgesamt",Männer,Anzahl,8198
2008,"übrige amerikanische Staaten",Männer,Anzahl,343
2008,"Amerika insgesamt",Männer,Anzahl,4951
2008,"Afghanistan",Männer,Anzahl,1353
2008,"China",Männer,Anzahl,2710
2008,"Indien",Männer,Anzahl,1203
2008,"Irak",Männer,Anzahl,4125
2008,"Iran, Islamische Republik",Männer,Anzahl,2507
2008,"Syrien, Arabische Republik",Männer,Anzahl,2727
2008,"Vietnam",Männer,Anzahl,4796
2008,"übrige asiatische Staaten",Männer,Anzahl,1558
2008,"Asien insgesamt",Männer,Anzahl,33818
2008,"Australien und Ozeanien",Männer,Anzahl,296
2008,"staatenlos",Männer,Anzahl,941
2008,"ungeklärt,oh.Angabe,unbekannt",Männer,Anzahl,3479
2008,"Ausländer insgesamt",Männer,Anzahl,231830
2007,"Bulgarien",Männer,Anzahl,1006
2007,"Griechenland",Männer,Anzahl,8611
2007,"Italien",Männer,Anzahl,14470
2007,"Serbien (ohne Kosovo) ab 2008",Männer,Anzahl,
2007,"Kroatien",Männer,Anzahl,3277
2007,"Kosovo",Männer,Anzahl,
2007,"Niederlande",Männer,Anzahl,14859
2007,"Polen",Männer,Anzahl,18260
2007,"Rumänien",Männer,Anzahl,2125
2007,"Russische Föderation",Männer,Anzahl,7126
2007,"Spanien",Männer,Anzahl,4597
2007,"Türkei",Männer,Anzahl,55463
2007,"Ukraine",Männer,Anzahl,4174
2007,"übrige europäische Staaten",Männer,Anzahl,12
2007,"Europa insgesamt",Männer,Anzahl,181123
2007,"übrige afrikanische Staaten",Männer,Anzahl,761
2007,"Afrika insgesamt",Männer,Anzahl,8446
2007,"übrige amerikanische Staaten",Männer,Anzahl,340
2007,"Amerika insgesamt",Männer,Anzahl,5050
2007,"Afghanistan",Männer,Anzahl,1448
2007,"China",Männer,Anzahl,2887
2007,"Indien",Männer,Anzahl,1231
2007,"Irak",Männer,Anzahl,3917
2007,"Iran, Islamische Republik",Männer,Anzahl,2668
2007,"Syrien, Arabische Republik",Männer,Anzahl,2777
2007,"Vietnam",Männer,Anzahl,4829
2007,"übrige asiatische Staaten",Männer,Anzahl,1590
2007,"Asien insgesamt",Männer,Anzahl,34475
2007,"Australien und Ozeanien",Männer,Anzahl,348
2007,"staatenlos",Männer,Anzahl,930
2007,"ungeklärt,oh.Angabe,unbekannt",Männer,Anzahl,3691
2007,"Ausländer insgesamt",Männer,Anzahl,234098
2006,"Bulgarien",Männer,Anzahl,798
2006,"Griechenland",Männer,Anzahl,8800
2006,"Italien",Männer,Anzahl,14701
2006,"Serbien (ohne Kosovo) ab 2008",Männer,Anzahl,
2006,"Kroatien",Männer,Anzahl,3348
2006,"Kosovo",Männer,Anzahl,
2006,"Niederlande",Männer,Anzahl,13843
2006,"Polen",Männer,Anzahl,16987
2006,"Rumänien",Männer,Anzahl,1404
2006,"Russische Föderation",Männer,Anzahl,7274
2006,"Spanien",Männer,Anzahl,4645
2006,"Türkei",Männer,Anzahl,56878
2006,"Ukraine",Männer,Anzahl,4392
2006,"übrige europäische Staaten",Männer,Anzahl,29
2006,"Europa insgesamt",Männer,Anzahl,181109
2006,"übrige afrikanische Staaten",Männer,Anzahl,838
2006,"Afrika insgesamt",Männer,Anzahl,8803
2006,"übrige amerikanische Staaten",Männer,Anzahl,330
2006,"Amerika insgesamt",Männer,Anzahl,5069
2006,"Afghanistan",Männer,Anzahl,1596
2006,"China",Männer,Anzahl,2925
2006,"Indien",Männer,Anzahl,1216
2006,"Irak",Männer,Anzahl,4100
2006,"Iran, Islamische Republik",Männer,Anzahl,2862
2006,"Syrien, Arabische Republik",Männer,Anzahl,2900
2006,"Vietnam",Männer,Anzahl,4874
2006,"übrige asiatische Staaten",Männer,Anzahl,1592
2006,"Asien insgesamt",Männer,Anzahl,35762
2006,"Australien und Ozeanien",Männer,Anzahl,330
2006,"staatenlos",Männer,Anzahl,964
2006,"ungeklärt,oh.Angabe,unbekannt",Männer,Anzahl,3789
2006,"Ausländer insgesamt",Männer,Anzahl,235826
2005,"Bulgarien",Männer,Anzahl,798
2005,"Griechenland",Männer,Anzahl,8996
2005,"Italien",Männer,Anzahl,14941
2005,"Serbien (ohne Kosovo) ab 2008",Männer,Anzahl,
2005,"Kroatien",Männer,Anzahl,3253
2005,"Kosovo",Männer,Anzahl,
2005,"Niederlande",Männer,Anzahl,12637
2005,"Polen",Männer,Anzahl,14573
2005,"Rumänien",Männer,Anzahl,1398
2005,"Russische Föderation",Männer,Anzahl,7443
2005,"Spanien",Männer,Anzahl,4820
2005,"Türkei",Männer,Anzahl,58627
2005,"Ukraine",Männer,Anzahl,4577
2005,"übrige europäische Staaten",Männer,Anzahl,27
2005,"Europa insgesamt",Männer,Anzahl,181041
2005,"übrige afrikanische Staaten",Männer,Anzahl,848
2005,"Afrika insgesamt",Männer,Anzahl,9229
2005,"übrige amerikanische Staaten",Männer,Anzahl,327
2005,"Amerika insgesamt",Männer,Anzahl,4801
2005,"Afghanistan",Männer,Anzahl,1750
2005,"China",Männer,Anzahl,3011
2005,"Indien",Männer,Anzahl,1194
2005,"Irak",Männer,Anzahl,4333
2005,"Iran, Islamische Republik",Männer,Anzahl,3100
2005,"Syrien, Arabische Republik",Männer,Anzahl,2997
2005,"Vietnam",Männer,Anzahl,4982
2005,"übrige asiatische Staaten",Männer,Anzahl,1579
2005,"Asien insgesamt",Männer,Anzahl,37079
2005,"Australien und Ozeanien",Männer,Anzahl,314
2005,"staatenlos",Männer,Anzahl,926
2005,"ungeklärt,oh.Angabe,unbekannt",Männer,Anzahl,3854
2005,"Ausländer insgesamt",Männer,Anzahl,237244
2022,"Bulgarien",Frauen,Anzahl,16285
2022,"Griechenland",Frauen,Anzahl,8270
2022,"Italien",Frauen,Anzahl,11605
2022,"Serbien (ohne Kosovo) ab 2008",Frauen,Anzahl,10040
2022,"Kroatien",Frauen,Anzahl,5410
2022,"Kosovo",Frauen,Anzahl,9155
2022,"Niederlande",Frauen,Anzahl,12835
2022,"Polen",Frauen,Anzahl,46540
2022,"Rumänien",Frauen,Anzahl,30675
2022,"Russische Föderation",Frauen,Anzahl,15075
2022,"Spanien",Frauen,Anzahl,6065
2022,"Türkei",Frauen,Anzahl,43350
2022,"Ukraine",Frauen,Anzahl,75365
2022,"übrige europäische Staaten",Frauen,Anzahl,
2022,"Europa insgesamt",Frauen,Anzahl,342250
2022,"übrige afrikanische Staaten",Frauen,Anzahl,3170
2022,"Afrika insgesamt",Frauen,Anzahl,19790
2022,"übrige amerikanische Staaten",Frauen,Anzahl,905
2022,"Amerika insgesamt",Frauen,Anzahl,11310
2022,"Afghanistan",Frauen,Anzahl,10895
2022,"China",Frauen,Anzahl,4990
2022,"Indien",Frauen,Anzahl,4150
2022,"Irak",Frauen,Anzahl,21290
2022,"Iran, Islamische Republik",Frauen,Anzahl,5445
2022,"Syrien, Arabische Republik",Frauen,Anzahl,41650
2022,"Vietnam",Frauen,Anzahl,5305
2022,"übrige asiatische Staaten",Frauen,Anzahl,2210
2022,"Asien insgesamt",Frauen,Anzahl,119140
2022,"Australien und Ozeanien",Frauen,Anzahl,420
2022,"staatenlos",Frauen,Anzahl,1580
2022,"ungeklärt,oh.Angabe,unbekannt",Frauen,Anzahl,4050
2022,"Ausländer insgesamt",Frauen,Anzahl,498555
2021,"Bulgarien",Frauen,Anzahl,15490
2021,"Griechenland",Frauen,Anzahl,8220
2021,"Italien",Frauen,Anzahl,11655
2021,"Serbien (ohne Kosovo) ab 2008",Frauen,Anzahl,9850
2021,"Kroatien",Frauen,Anzahl,5335
2021,"Kosovo",Frauen,Anzahl,8695
2021,"Niederlande",Frauen,Anzahl,12900
2021,"Polen",Frauen,Anzahl,45820
2021,"Rumänien",Frauen,Anzahl,29110
2021,"Russische Föderation",Frauen,Anzahl,14455
2021,"Spanien",Frauen,Anzahl,5910
2021,"Türkei",Frauen,Anzahl,42875
2021,"Ukraine",Frauen,Anzahl,7480
2021,"übrige europäische Staaten",Frauen,Anzahl,
2021,"Europa insgesamt",Frauen,Anzahl,267055
2021,"übrige afrikanische Staaten",Frauen,Anzahl,2515
2021,"Afrika insgesamt",Frauen,Anzahl,17515
2021,"übrige amerikanische Staaten",Frauen,Anzahl,795
2021,"Amerika insgesamt",Frauen,Anzahl,9905
2021,"Afghanistan",Frauen,Anzahl,9080
2021,"China",Frauen,Anzahl,4990
2021,"Indien",Frauen,Anzahl,3470
2021,"Irak",Frauen,Anzahl,20595
2021,"Iran, Islamische Republik",Frauen,Anzahl,4835
2021,"Syrien, Arabische Republik",Frauen,Anzahl,40540
2021,"Vietnam",Frauen,Anzahl,5005
2021,"übrige asiatische Staaten",Frauen,Anzahl,1925
2021,"Asien insgesamt",Frauen,Anzahl,112070
2021,"Australien und Ozeanien",Frauen,Anzahl,425
2021,"staatenlos",Frauen,Anzahl,1535
2021,"ungeklärt,oh.Angabe,unbekannt",Frauen,Anzahl,3975
2021,"Ausländer insgesamt",Frauen,Anzahl,412500
2020,"Bulgarien",Frauen,Anzahl,14190
2020,"Griechenland",Frauen,Anzahl,8115
2020,"Italien",Frauen,Anzahl,11460
2020,"Serbien (ohne Kosovo) ab 2008",Frauen,Anzahl,9505
2020,"Kroatien",Frauen,Anzahl,5230
2020,"Kosovo",Frauen,Anzahl,8180
2020,"Niederlande",Frauen,Anzahl,12895
2020,"Polen",Frauen,Anzahl,44855
2020,"Rumänien",Frauen,Anzahl,25875
2020,"Russische Föderation",Frauen,Anzahl,14170
2020,"Spanien",Frauen,Anzahl,5615
2020,"Türkei",Frauen,Anzahl,42900
2020,"Ukraine",Frauen,Anzahl,7260
2020,"übrige europäische Staaten",Frauen,Anzahl,
2020,"Europa insgesamt",Frauen,Anzahl,257355
2020,"übrige afrikanische Staaten",Frauen,Anzahl,2245
2020,"Afrika insgesamt",Frauen,Anzahl,15875
2020,"übrige amerikanische Staaten",Frauen,Anzahl,745
2020,"Amerika insgesamt",Frauen,Anzahl,9405
2020,"Afghanistan",Frauen,Anzahl,8085
2020,"China",Frauen,Anzahl,5115
2020,"Indien",Frauen,Anzahl,2945
2020,"Irak",Frauen,Anzahl,19275
2020,"Iran, Islamische Republik",Frauen,Anzahl,4610
2020,"Syrien, Arabische Republik",Frauen,Anzahl,38060
2020,"Vietnam",Frauen,Anzahl,4815
2020,"übrige asiatische Staaten",Frauen,Anzahl,1765
2020,"Asien insgesamt",Frauen,Anzahl,105420
2020,"Australien und Ozeanien",Frauen,Anzahl,440
2020,"staatenlos",Frauen,Anzahl,1505
2020,"ungeklärt,oh.Angabe,unbekannt",Frauen,Anzahl,3795
2020,"Ausländer insgesamt",Frauen,Anzahl,393815
2019,"Bulgarien",Frauen,Anzahl,12800
2019,"Griechenland",Frauen,Anzahl,8145
2019,"Italien",Frauen,Anzahl,11360
2019,"Serbien (ohne Kosovo) ab 2008",Frauen,Anzahl,9375
2019,"Kroatien",Frauen,Anzahl,5120
2019,"Kosovo",Frauen,Anzahl,7925
2019,"Niederlande",Frauen,Anzahl,12955
2019,"Polen",Frauen,Anzahl,44365
2019,"Rumänien",Frauen,Anzahl,23235
2019,"Russische Föderation",Frauen,Anzahl,14075
2019,"Spanien",Frauen,Anzahl,5650
2019,"Türkei",Frauen,Anzahl,43215
2019,"Ukraine",Frauen,Anzahl,7150
2019,"übrige europäische Staaten",Frauen,Anzahl,
2019,"Europa insgesamt",Frauen,Anzahl,251170
2019,"übrige afrikanische Staaten",Frauen,Anzahl,2055
2019,"Afrika insgesamt",Frauen,Anzahl,15155
2019,"übrige amerikanische Staaten",Frauen,Anzahl,745
2019,"Amerika insgesamt",Frauen,Anzahl,9560
2019,"Afghanistan",Frauen,Anzahl,7755
2019,"China",Frauen,Anzahl,5195
2019,"Indien",Frauen,Anzahl,2700
2019,"Irak",Frauen,Anzahl,18385
2019,"Iran, Islamische Republik",Frauen,Anzahl,4595
2019,"Syrien, Arabische Republik",Frauen,Anzahl,36545
2019,"Vietnam",Frauen,Anzahl,4790
2019,"übrige asiatische Staaten",Frauen,Anzahl,1740
2019,"Asien insgesamt",Frauen,Anzahl,102335
2019,"Australien und Ozeanien",Frauen,Anzahl,460
2019,"staatenlos",Frauen,Anzahl,1530
2019,"ungeklärt,oh.Angabe,unbekannt",Frauen,Anzahl,3620
2019,"Ausländer insgesamt",Frauen,Anzahl,383850
2018,"Bulgarien",Frauen,Anzahl,11535
2018,"Griechenland",Frauen,Anzahl,8070
2018,"Italien",Frauen,Anzahl,11075
2018,"Serbien (ohne Kosovo) ab 2008",Frauen,Anzahl,9295
2018,"Kroatien",Frauen,Anzahl,4930
2018,"Kosovo",Frauen,Anzahl,7600
2018,"Niederlande",Frauen,Anzahl,13015
2018,"Polen",Frauen,Anzahl,43405
2018,"Rumänien",Frauen,Anzahl,20275
2018,"Russische Föderation",Frauen,Anzahl,13740
2018,"Spanien",Frauen,Anzahl,5600
2018,"Türkei",Frauen,Anzahl,43545
2018,"Ukraine",Frauen,Anzahl,6980
2018,"übrige europäische Staaten",Frauen,Anzahl,
2018,"Europa insgesamt",Frauen,Anzahl,243935
2018,"übrige afrikanische Staaten",Frauen,Anzahl,1795
2018,"Afrika insgesamt",Frauen,Anzahl,13510
2018,"übrige amerikanische Staaten",Frauen,Anzahl,695
2018,"Amerika insgesamt",Frauen,Anzahl,9070
2018,"Afghanistan",Frauen,Anzahl,7455
2018,"China",Frauen,Anzahl,5025
2018,"Indien",Frauen,Anzahl,2310
2018,"Irak",Frauen,Anzahl,17340
2018,"Iran, Islamische Republik",Frauen,Anzahl,4265
2018,"Syrien, Arabische Republik",Frauen,Anzahl,33720
2018,"Vietnam",Frauen,Anzahl,4695
2018,"übrige asiatische Staaten",Frauen,Anzahl,1670
2018,"Asien insgesamt",Frauen,Anzahl,96470
2018,"Australien und Ozeanien",Frauen,Anzahl,455
2018,"staatenlos",Frauen,Anzahl,1420
2018,"ungeklärt,oh.Angabe,unbekannt",Frauen,Anzahl,3460
2018,"Ausländer insgesamt",Frauen,Anzahl,368340
2017,"Bulgarien",Frauen,Anzahl,10265
2017,"Griechenland",Frauen,Anzahl,8015
2017,"Italien",Frauen,Anzahl,10870
2017,"Serbien (ohne Kosovo) ab 2008",Frauen,Anzahl,9300
2017,"Kroatien",Frauen,Anzahl,4565
2017,"Kosovo",Frauen,Anzahl,7465
2017,"Niederlande",Frauen,Anzahl,13230
2017,"Polen",Frauen,Anzahl,42145
2017,"Rumänien",Frauen,Anzahl,16840
2017,"Russische Föderation",Frauen,Anzahl,13420
2017,"Spanien",Frauen,Anzahl,5550
2017,"Türkei",Frauen,Anzahl,43750
2017,"Ukraine",Frauen,Anzahl,6715
2017,"übrige europäische Staaten",Frauen,Anzahl,
2017,"Europa insgesamt",Frauen,Anzahl,235650
2017,"übrige afrikanische Staaten",Frauen,Anzahl,1510
2017,"Afrika insgesamt",Frauen,Anzahl,11975
2017,"übrige amerikanische Staaten",Frauen,Anzahl,630
2017,"Amerika insgesamt",Frauen,Anzahl,8585
2017,"Afghanistan",Frauen,Anzahl,7115
2017,"China",Frauen,Anzahl,4850
2017,"Indien",Frauen,Anzahl,1995
2017,"Irak",Frauen,Anzahl,15815
2017,"Iran, Islamische Republik",Frauen,Anzahl,3640
2017,"Syrien, Arabische Republik",Frauen,Anzahl,30850
2017,"Vietnam",Frauen,Anzahl,4640
2017,"übrige asiatische Staaten",Frauen,Anzahl,1585
2017,"Asien insgesamt",Frauen,Anzahl,89805
2017,"Australien und Ozeanien",Frauen,Anzahl,450
2017,"staatenlos",Frauen,Anzahl,1310
2017,"ungeklärt,oh.Angabe,unbekannt",Frauen,Anzahl,3295
2017,"Ausländer insgesamt",Frauen,Anzahl,351090
2016,"Bulgarien",Frauen,Anzahl,9125
2016,"Griechenland",Frauen,Anzahl,7875
2016,"Italien",Frauen,Anzahl,10665
2016,"Serbien (ohne Kosovo) ab 2008",Frauen,Anzahl,9320
2016,"Kroatien",Frauen,Anzahl,4320
2016,"Kosovo",Frauen,Anzahl,7365
2016,"Niederlande",Frauen,Anzahl,13335
2016,"Polen",Frauen,Anzahl,40420
2016,"Rumänien",Frauen,Anzahl,14215
2016,"Russische Föderation",Frauen,Anzahl,13315
2016,"Spanien",Frauen,Anzahl,5535
2016,"Türkei",Frauen,Anzahl,44105
2016,"Ukraine",Frauen,Anzahl,6615
2016,"übrige europäische Staaten",Frauen,Anzahl,
2016,"Europa insgesamt",Frauen,Anzahl,229605
2016,"übrige afrikanische Staaten",Frauen,Anzahl,1280
2016,"Afrika insgesamt",Frauen,Anzahl,10570
2016,"übrige amerikanische Staaten",Frauen,Anzahl,605
2016,"Amerika insgesamt",Frauen,Anzahl,8330
2016,"Afghanistan",Frauen,Anzahl,6875
2016,"China",Frauen,Anzahl,4555
2016,"Indien",Frauen,Anzahl,1825
2016,"Irak",Frauen,Anzahl,13750
2016,"Iran, Islamische Republik",Frauen,Anzahl,3330
2016,"Syrien, Arabische Republik",Frauen,Anzahl,26920
2016,"Vietnam",Frauen,Anzahl,4480
2016,"übrige asiatische Staaten",Frauen,Anzahl,1550
2016,"Asien insgesamt",Frauen,Anzahl,81885
2016,"Australien und Ozeanien",Frauen,Anzahl,425
2016,"staatenlos",Frauen,Anzahl,1080
2016,"ungeklärt,oh.Angabe,unbekannt",Frauen,Anzahl,3250
2016,"Ausländer insgesamt",Frauen,Anzahl,335175
2015,"Bulgarien",Frauen,Anzahl,7513
2015,"Griechenland",Frauen,Anzahl,7519
2015,"Italien",Frauen,Anzahl,10281
2015,"Serbien (ohne Kosovo) ab 2008",Frauen,Anzahl,10100
2015,"Kroatien",Frauen,Anzahl,3873
2015,"Kosovo",Frauen,Anzahl,7700
2015,"Niederlande",Frauen,Anzahl,13267
2015,"Polen",Frauen,Anzahl,37678
2015,"Rumänien",Frauen,Anzahl,11192
2015,"Russische Föderation",Frauen,Anzahl,12780
2015,"Spanien",Frauen,Anzahl,5458
2015,"Türkei",Frauen,Anzahl,44456
