Year,Gebietseinheit,Geschlecht,Units,GeoCode,Value
2018,"Niedersachsen",insgesamt,Jahre,RH030,36.1
2017,"Braunschweig, Stadt",männlich,Jahre,RH03101,36.3
2017,"Braunschweig, Stadt",weiblich,Jahre,RH03101,38
2017,"Braunschweig, Stadt",insgesamt,Jahre,RH03101,37.1
2017,"Salzgitter, Stadt",männlich,Jahre,RH03102,35
2017,"Salzgitter, Stadt",weiblich,Jahre,RH03102,35.6
2017,"Salzgitter, Stadt",insgesamt,Jahre,RH03102,35.3
2017,"Wolfsburg, Stadt",männlich,Jahre,RH03103,37.5
2017,"Wolfsburg, Stadt",weiblich,Jahre,RH03103,37.6
2017,"Wolfsburg, Stadt",insgesamt,Jahre,RH03103,37.5
2017,"Gifhorn",männlich,Jahre,RH03151,36.1
2017,"Gifhorn",weiblich,Jahre,RH03151,38.1
2017,"Gifhorn",insgesamt,Jahre,RH03151,37
2017,"Goslar",männlich,Jahre,RH03153,34.2
2017,"Goslar",weiblich,Jahre,RH03153,35.6
2017,"Goslar",insgesamt,Jahre,RH03153,34.8
2017,"Helmstedt",männlich,Jahre,RH03154,35.3
2017,"Helmstedt",weiblich,Jahre,RH03154,36
2017,"Helmstedt",insgesamt,Jahre,RH03154,35.6
2017,"Northeim",männlich,Jahre,RH03155,34.7
2017,"Northeim",weiblich,Jahre,RH03155,35.9
2017,"Northeim",insgesamt,Jahre,RH03155,35.3
2017,"Peine",männlich,Jahre,RH03157,34.6
2017,"Peine",weiblich,Jahre,RH03157,35.6
2017,"Peine",insgesamt,Jahre,RH03157,35.1
2017,"Wolfenbüttel",männlich,Jahre,RH03158,35
2017,"Wolfenbüttel",weiblich,Jahre,RH03158,36.4
2017,"Wolfenbüttel",insgesamt,Jahre,RH03158,35.6
2017,"Göttingen",männlich,Jahre,RH03159,35.1
2017,"Göttingen",weiblich,Jahre,RH03159,35.9
2017,"Göttingen",insgesamt,Jahre,RH03159,35.5
2017,"Statistische Region Braunschweig",männlich,Jahre,RH031,35.6
2017,"Statistische Region Braunschweig",weiblich,Jahre,RH031,36.6
2017,"Statistische Region Braunschweig",insgesamt,Jahre,RH031,36.1
2017,"Region Hannover",männlich,Jahre,RH03241,37.2
2017,"Region Hannover",weiblich,Jahre,RH03241,38.4
2017,"Region Hannover",insgesamt,Jahre,RH03241,37.8
2017,"Diepholz",männlich,Jahre,RH03251,33.9
2017,"Diepholz",weiblich,Jahre,RH03251,35
2017,"Diepholz",insgesamt,Jahre,RH03251,34.4
2017,"Hameln-Pyrmont",männlich,Jahre,RH03252,36.6
2017,"Hameln-Pyrmont",weiblich,Jahre,RH03252,37.7
2017,"Hameln-Pyrmont",insgesamt,Jahre,RH03252,37.2
2017,"Hildesheim",männlich,Jahre,RH03254,35.2
2017,"Hildesheim",weiblich,Jahre,RH03254,37
2017,"Hildesheim",insgesamt,Jahre,RH03254,36
2017,"Holzminden",männlich,Jahre,RH03255,36.8
2017,"Holzminden",weiblich,Jahre,RH03255,38.8
2017,"Holzminden",insgesamt,Jahre,RH03255,37.7
2017,"Nienburg (Weser)",männlich,Jahre,RH03256,34.2
2017,"Nienburg (Weser)",weiblich,Jahre,RH03256,34.3
2017,"Nienburg (Weser)",insgesamt,Jahre,RH03256,34.2
2017,"Schaumburg",männlich,Jahre,RH03257,36.2
2017,"Schaumburg",weiblich,Jahre,RH03257,37.2
2017,"Schaumburg",insgesamt,Jahre,RH03257,36.7
2017,"Statistische Region Hannover",männlich,Jahre,RH032,36.6
2017,"Statistische Region Hannover",weiblich,Jahre,RH032,37.8
2017,"Statistische Region Hannover",insgesamt,Jahre,RH032,37.2
2017,"Celle",männlich,Jahre,RH03351,35.4
2017,"Celle",weiblich,Jahre,RH03351,35.4
2017,"Celle",insgesamt,Jahre,RH03351,35.4
2017,"Cuxhaven",männlich,Jahre,RH03352,35
2017,"Cuxhaven",weiblich,Jahre,RH03352,36.8
2017,"Cuxhaven",insgesamt,Jahre,RH03352,35.8
2017,"Harburg",männlich,Jahre,RH03353,36.3
2017,"Harburg",weiblich,Jahre,RH03353,38.8
2017,"Harburg",insgesamt,Jahre,RH03353,37.4
2017,"Lüchow-Dannenberg",männlich,Jahre,RH03354,34.3
2017,"Lüchow-Dannenberg",weiblich,Jahre,RH03354,34.8
2017,"Lüchow-Dannenberg",insgesamt,Jahre,RH03354,34.5
2017,"Lüneburg",männlich,Jahre,RH03355,33.6
2017,"Lüneburg",weiblich,Jahre,RH03355,34.8
2017,"Lüneburg",insgesamt,Jahre,RH03355,34.1
2017,"Osterholz",männlich,Jahre,RH03356,34.1
2017,"Osterholz",weiblich,Jahre,RH03356,35.8
2017,"Osterholz",insgesamt,Jahre,RH03356,34.9
2017,"Rotenburg (Wümme)",männlich,Jahre,RH03357,35.2
2017,"Rotenburg (Wümme)",weiblich,Jahre,RH03357,35.7
2017,"Rotenburg (Wümme)",insgesamt,Jahre,RH03357,35.4
2017,"Heidekreis",männlich,Jahre,RH03358,35.4
2017,"Heidekreis",weiblich,Jahre,RH03358,36.3
2017,"Heidekreis",insgesamt,Jahre,RH03358,35.8
2017,"Stade",männlich,Jahre,RH03359,34.3
2017,"Stade",weiblich,Jahre,RH03359,34.6
2017,"Stade",insgesamt,Jahre,RH03359,34.4
2017,"Uelzen",männlich,Jahre,RH03360,34.2
2017,"Uelzen",weiblich,Jahre,RH03360,35
2017,"Uelzen",insgesamt,Jahre,RH03360,34.6
2017,"Verden",männlich,Jahre,RH03361,34.7
2017,"Verden",weiblich,Jahre,RH03361,36.6
2017,"Verden",insgesamt,Jahre,RH03361,35.5
2017,"Statistische Region Lüneburg",männlich,Jahre,RH033,34.9
2017,"Statistische Region Lüneburg",weiblich,Jahre,RH033,36.1
2017,"Statistische Region Lüneburg",insgesamt,Jahre,RH033,35.4
2017,"Delmenhorst, Stadt",männlich,Jahre,RH03401,34
2017,"Delmenhorst, Stadt",weiblich,Jahre,RH03401,34.8
2017,"Delmenhorst, Stadt",insgesamt,Jahre,RH03401,34.4
2017,"Emden, Stadt",männlich,Jahre,RH03402,32.7
2017,"Emden, Stadt",weiblich,Jahre,RH03402,32
2017,"Emden, Stadt",insgesamt,Jahre,RH03402,32.4
2017,"Oldenburg (Oldb), Stadt",männlich,Jahre,RH03403,32.6
2017,"Oldenburg (Oldb), Stadt",weiblich,Jahre,RH03403,33.7
2017,"Oldenburg (Oldb), Stadt",insgesamt,Jahre,RH03403,33.1
2017,"Osnabrück, Stadt",männlich,Jahre,RH03404,35.5
2017,"Osnabrück, Stadt",weiblich,Jahre,RH03404,36.2
2017,"Osnabrück, Stadt",insgesamt,Jahre,RH03404,35.8
2017,"Wilhelmshaven, Stadt",männlich,Jahre,RH03405,32.1
2017,"Wilhelmshaven, Stadt",weiblich,Jahre,RH03405,33.1
2017,"Wilhelmshaven, Stadt",insgesamt,Jahre,RH03405,32.5
2017,"Ammerland",männlich,Jahre,RH03451,33.8
2017,"Ammerland",weiblich,Jahre,RH03451,34.3
2017,"Ammerland",insgesamt,Jahre,RH03451,34
2017,"Aurich",männlich,Jahre,RH03452,33
2017,"Aurich",weiblich,Jahre,RH03452,34
2017,"Aurich",insgesamt,Jahre,RH03452,33.4
2017,"Cloppenburg",männlich,Jahre,RH03453,33.5
2017,"Cloppenburg",weiblich,Jahre,RH03453,32.2
2017,"Cloppenburg",insgesamt,Jahre,RH03453,33
2017,"Emsland",männlich,Jahre,RH03454,35.6
2017,"Emsland",weiblich,Jahre,RH03454,34.6
2017,"Emsland",insgesamt,Jahre,RH03454,35.2
2017,"Friesland",männlich,Jahre,RH03455,33.1
2017,"Friesland",weiblich,Jahre,RH03455,34
2017,"Friesland",insgesamt,Jahre,RH03455,33.5
2017,"Grafschaft Bentheim",männlich,Jahre,RH03456,41.2
2017,"Grafschaft Bentheim",weiblich,Jahre,RH03456,40.7
2017,"Grafschaft Bentheim",insgesamt,Jahre,RH03456,41
2017,"Leer",männlich,Jahre,RH03457,35.6
2017,"Leer",weiblich,Jahre,RH03457,35.9
2017,"Leer",insgesamt,Jahre,RH03457,35.7
2017,"Oldenburg",männlich,Jahre,RH03458,33.4
2017,"Oldenburg",weiblich,Jahre,RH03458,34
2017,"Oldenburg",insgesamt,Jahre,RH03458,33.7
2017,"Osnabrück",männlich,Jahre,RH03459,35.8
2017,"Osnabrück",weiblich,Jahre,RH03459,35.6
2017,"Osnabrück",insgesamt,Jahre,RH03459,35.7
2017,"Vechta",männlich,Jahre,RH03460,33.3
2017,"Vechta",weiblich,Jahre,RH03460,33.1
2017,"Vechta",insgesamt,Jahre,RH03460,33.2
2017,"Wesermarsch",männlich,Jahre,RH03461,36.2
2017,"Wesermarsch",weiblich,Jahre,RH03461,36
2017,"Wesermarsch",insgesamt,Jahre,RH03461,36.1
2017,"Wittmund",männlich,Jahre,RH03462,32.3
2017,"Wittmund",weiblich,Jahre,RH03462,33.5
2017,"Wittmund",insgesamt,Jahre,RH03462,32.9
2017,"Statistische Region Weser-Ems",männlich,Jahre,RH034,35
2017,"Statistische Region Weser-Ems",weiblich,Jahre,RH034,35
2017,"Statistische Region Weser-Ems",insgesamt,Jahre,RH034,35
2017,"Niedersachsen",männlich,Jahre,RH030,35.6
2017,"Niedersachsen",weiblich,Jahre,RH030,36.5
2017,"Niedersachsen",insgesamt,Jahre,RH030,36
2016,"Braunschweig, Stadt",männlich,Jahre,RH03101,35.9
2016,"Braunschweig, Stadt",weiblich,Jahre,RH03101,37.7
2016,"Braunschweig, Stadt",insgesamt,Jahre,RH03101,36.7
2016,"Salzgitter, Stadt",männlich,Jahre,RH03102,35.8
2016,"Salzgitter, Stadt",weiblich,Jahre,RH03102,36.6
2016,"Salzgitter, Stadt",insgesamt,Jahre,RH03102,36.2
2016,"Wolfsburg, Stadt",männlich,Jahre,RH03103,37.4
2016,"Wolfsburg, Stadt",weiblich,Jahre,RH03103,37.5
2016,"Wolfsburg, Stadt",insgesamt,Jahre,RH03103,37.5
2016,"Gifhorn",männlich,Jahre,RH03151,36
2016,"Gifhorn",weiblich,Jahre,RH03151,37.9
2016,"Gifhorn",insgesamt,Jahre,RH03151,36.9
2016,"Goslar",männlich,Jahre,RH03153,34.6
2016,"Goslar",weiblich,Jahre,RH03153,36.3
2016,"Goslar",insgesamt,Jahre,RH03153,35.3
2016,"Helmstedt",männlich,Jahre,RH03154,34.9
2016,"Helmstedt",weiblich,Jahre,RH03154,36
2016,"Helmstedt",insgesamt,Jahre,RH03154,35.4
2016,"Northeim",männlich,Jahre,RH03155,34.7
2016,"Northeim",weiblich,Jahre,RH03155,35.9
2016,"Northeim",insgesamt,Jahre,RH03155,35.3
2016,"Peine",männlich,Jahre,RH03157,34.6
2016,"Peine",weiblich,Jahre,RH03157,35.8
2016,"Peine",insgesamt,Jahre,RH03157,35.1
2016,"Wolfenbüttel",männlich,Jahre,RH03158,34.5
2016,"Wolfenbüttel",weiblich,Jahre,RH03158,35.7
2016,"Wolfenbüttel",insgesamt,Jahre,RH03158,35.1
2016,"Göttingen",männlich,Jahre,RH03159,34.9
2016,"Göttingen",weiblich,Jahre,RH03159,35.8
2016,"Göttingen",insgesamt,Jahre,RH03159,35.4
2016,"Statistische Region Braunschweig",männlich,Jahre,RH031,35.5
2016,"Statistische Region Braunschweig",weiblich,Jahre,RH031,36.7
2016,"Statistische Region Braunschweig",insgesamt,Jahre,RH031,36.1
2016,"Region Hannover",männlich,Jahre,RH03241,37.1
2016,"Region Hannover",weiblich,Jahre,RH03241,38.4
2016,"Region Hannover",insgesamt,Jahre,RH03241,37.7
2016,"Diepholz",männlich,Jahre,RH03251,34
2016,"Diepholz",weiblich,Jahre,RH03251,35.2
2016,"Diepholz",insgesamt,Jahre,RH03251,34.5
2016,"Hameln-Pyrmont",männlich,Jahre,RH03252,36.8
2016,"Hameln-Pyrmont",weiblich,Jahre,RH03252,38.3
2016,"Hameln-Pyrmont",insgesamt,Jahre,RH03252,37.5
2016,"Hildesheim",männlich,Jahre,RH03254,35.2
2016,"Hildesheim",weiblich,Jahre,RH03254,37.2
2016,"Hildesheim",insgesamt,Jahre,RH03254,36.1
2016,"Holzminden",männlich,Jahre,RH03255,36.3
2016,"Holzminden",weiblich,Jahre,RH03255,38.7
2016,"Holzminden",insgesamt,Jahre,RH03255,37.4
2016,"Nienburg (Weser)",männlich,Jahre,RH03256,33.7
2016,"Nienburg (Weser)",weiblich,Jahre,RH03256,34
2016,"Nienburg (Weser)",insgesamt,Jahre,RH03256,33.9
2016,"Schaumburg",männlich,Jahre,RH03257,36.6
2016,"Schaumburg",weiblich,Jahre,RH03257,37.6
2016,"Schaumburg",insgesamt,Jahre,RH03257,37
2016,"Statistische Region Hannover",männlich,Jahre,RH032,36.6
2016,"Statistische Region Hannover",weiblich,Jahre,RH032,37.9
2016,"Statistische Region Hannover",insgesamt,Jahre,RH032,37.2
2016,"Celle",männlich,Jahre,RH03351,35.3
2016,"Celle",weiblich,Jahre,RH03351,35.7
2016,"Celle",insgesamt,Jahre,RH03351,35.5
2016,"Cuxhaven",männlich,Jahre,RH03352,34.6
2016,"Cuxhaven",weiblich,Jahre,RH03352,36.7
2016,"Cuxhaven",insgesamt,Jahre,RH03352,35.5
2016,"Harburg",männlich,Jahre,RH03353,36.4
2016,"Harburg",weiblich,Jahre,RH03353,39.7
2016,"Harburg",insgesamt,Jahre,RH03353,37.7
2016,"Lüchow-Dannenberg",männlich,Jahre,RH03354,34.2
2016,"Lüchow-Dannenberg",weiblich,Jahre,RH03354,34.7
2016,"Lüchow-Dannenberg",insgesamt,Jahre,RH03354,34.4
2016,"Lüneburg",männlich,Jahre,RH03355,33.6
2016,"Lüneburg",weiblich,Jahre,RH03355,35.1
2016,"Lüneburg",insgesamt,Jahre,RH03355,34.2
2016,"Osterholz",männlich,Jahre,RH03356,34
2016,"Osterholz",weiblich,Jahre,RH03356,35.7
2016,"Osterholz",insgesamt,Jahre,RH03356,34.8
2016,"Rotenburg (Wümme)",männlich,Jahre,RH03357,34.7
2016,"Rotenburg (Wümme)",weiblich,Jahre,RH03357,35.7
2016,"Rotenburg (Wümme)",insgesamt,Jahre,RH03357,35.1
2016,"Heidekreis",männlich,Jahre,RH03358,34.4
2016,"Heidekreis",weiblich,Jahre,RH03358,35.2
2016,"Heidekreis",insgesamt,Jahre,RH03358,34.7
2016,"Stade",männlich,Jahre,RH03359,34.3
2016,"Stade",weiblich,Jahre,RH03359,34.8
2016,"Stade",insgesamt,Jahre,RH03359,34.5
2016,"Uelzen",männlich,Jahre,RH03360,33.9
2016,"Uelzen",weiblich,Jahre,RH03360,35
2016,"Uelzen",insgesamt,Jahre,RH03360,34.4
2016,"Verden",männlich,Jahre,RH03361,34.4
2016,"Verden",weiblich,Jahre,RH03361,36.6
2016,"Verden",insgesamt,Jahre,RH03361,35.3
2016,"Statistische Region Lüneburg",männlich,Jahre,RH033,34.7
2016,"Statistische Region Lüneburg",weiblich,Jahre,RH033,36.1
2016,"Statistische Region Lüneburg",insgesamt,Jahre,RH033,35.3
2016,"Delmenhorst, Stadt",männlich,Jahre,RH03401,34.6
2016,"Delmenhorst, Stadt",weiblich,Jahre,RH03401,35.7
2016,"Delmenhorst, Stadt",insgesamt,Jahre,RH03401,35.1
2016,"Emden, Stadt",männlich,Jahre,RH03402,32.6
2016,"Emden, Stadt",weiblich,Jahre,RH03402,32.2
2016,"Emden, Stadt",insgesamt,Jahre,RH03402,32.4
2016,"Oldenburg (Oldb), Stadt",männlich,Jahre,RH03403,32.9
2016,"Oldenburg (Oldb), Stadt",weiblich,Jahre,RH03403,34
2016,"Oldenburg (Oldb), Stadt",insgesamt,Jahre,RH03403,33.5
2016,"Osnabrück, Stadt",männlich,Jahre,RH03404,35.5
2016,"Osnabrück, Stadt",weiblich,Jahre,RH03404,36.5
2016,"Osnabrück, Stadt",insgesamt,Jahre,RH03404,36
2016,"Wilhelmshaven, Stadt",männlich,Jahre,RH03405,33
2016,"Wilhelmshaven, Stadt",weiblich,Jahre,RH03405,34.5
2016,"Wilhelmshaven, Stadt",insgesamt,Jahre,RH03405,33.7
2016,"Ammerland",männlich,Jahre,RH03451,33.6
2016,"Ammerland",weiblich,Jahre,RH03451,34.4
2016,"Ammerland",insgesamt,Jahre,RH03451,33.9
2016,"Aurich",männlich,Jahre,RH03452,32.8
2016,"Aurich",weiblich,Jahre,RH03452,33.9
2016,"Aurich",insgesamt,Jahre,RH03452,33.3
2016,"Cloppenburg",männlich,Jahre,RH03453,33.1
2016,"Cloppenburg",weiblich,Jahre,RH03453,31.6
2016,"Cloppenburg",insgesamt,Jahre,RH03453,32.5
2016,"Emsland",männlich,Jahre,RH03454,35.5
2016,"Emsland",weiblich,Jahre,RH03454,34.5
2016,"Emsland",insgesamt,Jahre,RH03454,35.1
2016,"Friesland",männlich,Jahre,RH03455,32.8
2016,"Friesland",weiblich,Jahre,RH03455,33.4
2016,"Friesland",insgesamt,Jahre,RH03455,33.1
2016,"Grafschaft Bentheim",männlich,Jahre,RH03456,40.8
2016,"Grafschaft Bentheim",weiblich,Jahre,RH03456,40.6
2016,"Grafschaft Bentheim",insgesamt,Jahre,RH03456,40.7
2016,"Leer",männlich,Jahre,RH03457,35.6
2016,"Leer",weiblich,Jahre,RH03457,35.8
2016,"Leer",insgesamt,Jahre,RH03457,35.7
2016,"Oldenburg",männlich,Jahre,RH03458,32.9
2016,"Oldenburg",weiblich,Jahre,RH03458,33.8
2016,"Oldenburg",insgesamt,Jahre,RH03458,33.2
2016,"Osnabrück",männlich,Jahre,RH03459,35.8
2016,"Osnabrück",weiblich,Jahre,RH03459,35.7
2016,"Osnabrück",insgesamt,Jahre,RH03459,35.8
2016,"Vechta",männlich,Jahre,RH03460,33
2016,"Vechta",weiblich,Jahre,RH03460,33
2016,"Vechta",insgesamt,Jahre,RH03460,33
2016,"Wesermarsch",männlich,Jahre,RH03461,35.5
2016,"Wesermarsch",weiblich,Jahre,RH03461,35.6
2016,"Wesermarsch",insgesamt,Jahre,RH03461,35.6
2016,"Wittmund",männlich,Jahre,RH03462,31.8
2016,"Wittmund",weiblich,Jahre,RH03462,32.8
2016,"Wittmund",insgesamt,Jahre,RH03462,32.3
2016,"Statistische Region Weser-Ems",männlich,Jahre,RH034,34.9
2016,"Statistische Region Weser-Ems",weiblich,Jahre,RH034,35.1
2016,"Statistische Region Weser-Ems",insgesamt,Jahre,RH034,35
2016,"Niedersachsen",männlich,Jahre,RH030,35.5
2016,"Niedersachsen",weiblich,Jahre,RH030,36.5
2016,"Niedersachsen",insgesamt,Jahre,RH030,36
