Year,Gebietseinheit,Wanderung,Nationalität / Geschlecht,Units,GeoCode,Value
2017,"Helmstedt",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03154,539
2017,"Northeim",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03155,494
2017,"Peine",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03157,751
2017,"Wolfenbüttel",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03158,448
2017,"Göttingen",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03159,2558
2017,"Statistische Region Braunschweig",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K031,12123
2017,"Region Hannover",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03241,9646
2017,"dav. Hannover, Lhst.",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03241001,4977
2017,"dav. Hannover, Umland",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03241999,4669
2017,"Diepholz",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03251,3100
2017,"Hameln-Pyrmont",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03252,970
2017,"Hildesheim",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03254,1820
2017,"Holzminden",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03255,456
2017,"Nienburg (Weser)",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03256,2912
2017,"Schaumburg",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03257,990
2017,"Statistische Region Hannover",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K032,19894
2017,"Celle",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03351,1205
2017,"Cuxhaven",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03352,1224
2017,"Harburg",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03353,2402
2017,"Lüchow-Dannenberg",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03354,513
2017,"Lüneburg",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03355,1204
2017,"Osterholz",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03356,446
2017,"Rotenburg (Wümme)",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03357,1155
2017,"Heidekreis",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03358,2531
2017,"Stade",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03359,2601
2017,"Uelzen",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03360,483
2017,"Verden",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03361,810
2017,"Statistische Region Lüneburg",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K033,14574
2017,"Delmenhorst, Stadt",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03401,903
2017,"Emden, Stadt",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03402,412
2017,"Oldenburg (Oldb), Stadt",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03403,1831
2017,"Osnabrück, Stadt",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03404,1838
2017,"Wilhelmshaven, Stadt",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03405,677
2017,"Ammerland",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03451,1228
2017,"Aurich",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03452,1209
2017,"Cloppenburg",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03453,8034
2017,"Emsland",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03454,6210
2017,"Friesland",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03455,405
2017,"Grafschaft Bentheim",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03456,1371
2017,"Leer",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03457,1373
2017,"Oldenburg",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03458,3781
2017,"Osnabrück",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03459,3373
2017,"Vechta",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03460,5222
2017,"Wesermarsch",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03461,689
2017,"Wittmund",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03462,338
2017,"Statistische Region Weser-Ems",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K034,38894
2017,"Niedersachsen",Fortzüge,Ausländerinnen und Ausländer,Anzahl,,85485
2016,"Braunschweig, Stadt",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03101,4514
2016,"Salzgitter, Stadt",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03102,1143
2016,"Wolfsburg, Stadt",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03103,1527
2016,"Gifhorn",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03151,1575
2016,"Goslar",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03153,1607
2016,"Helmstedt",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03154,734
2016,"Northeim",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03155,797
2016,"Peine",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03157,1356
2016,"Wolfenbüttel",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03158,795
2016,"Göttingen",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03159,3443
2016,"Statistische Region Braunschweig",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K031,17491
2016,"Region Hannover",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03241,14577
2016,"dav. Hannover, Lhst.",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03241001,8481
2016,"dav. Hannover, Umland",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03241999,6096
2016,"Diepholz",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03251,4078
2016,"Hameln-Pyrmont",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03252,1130
2016,"Hildesheim",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03254,2147
2016,"Holzminden",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03255,532
2016,"Nienburg (Weser)",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03256,3167
2016,"Schaumburg",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03257,1198
2016,"Statistische Region Hannover",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K032,26829
2016,"Celle",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03351,1467
2016,"Cuxhaven",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03352,1605
2016,"Harburg",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03353,2582
2016,"Lüchow-Dannenberg",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03354,902
2016,"Lüneburg",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03355,2081
2016,"Osterholz",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03356,1082
2016,"Rotenburg (Wümme)",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03357,1889
2016,"Heidekreis",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03358,1361
2016,"Stade",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03359,3334
2016,"Uelzen",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03360,914
2016,"Verden",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03361,948
2016,"Statistische Region Lüneburg",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K033,18165
2016,"Delmenhorst, Stadt",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03401,972
2016,"Emden, Stadt",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03402,423
2016,"Oldenburg (Oldb), Stadt",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03403,1523
2016,"Osnabrück, Stadt",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03404,1680
2016,"Wilhelmshaven, Stadt",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03405,943
2016,"Ammerland",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03451,1517
2016,"Aurich",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03452,1524
2016,"Cloppenburg",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03453,8664
2016,"Emsland",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03454,7713
2016,"Friesland",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03455,811
2016,"Grafschaft Bentheim",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03456,1912
2016,"Leer",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03457,1716
2016,"Oldenburg",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03458,4887
2016,"Osnabrück",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03459,7514
2016,"Vechta",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03460,5877
2016,"Wesermarsch",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03461,1017
2016,"Wittmund",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03462,658
2016,"Statistische Region Weser-Ems",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K034,49351
2016,"Niedersachsen",Fortzüge,Ausländerinnen und Ausländer,Anzahl,,111836
2015,"Braunschweig, Stadt",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03101,3171
2015,"Salzgitter, Stadt",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03102,825
2015,"Wolfsburg, Stadt",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03103,1316
2015,"Gifhorn",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03151,971
2015,"Goslar",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03153,880
2015,"Helmstedt",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03154,489
2015,"Northeim",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03155,517
2015,"Peine",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03157,569
2015,"Wolfenbüttel",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03158,532
2015,"Göttingen",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03159,2994
2015,"Statistische Region Braunschweig",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K031,12264
2015,"Region Hannover",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03241,9007
2015,"dav. Hannover, Lhst.",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03241001,5356
2015,"dav. Hannover, Umland",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03241999,3651
2015,"Diepholz",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03251,2980
2015,"Hameln-Pyrmont",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03252,785
2015,"Hildesheim",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03254,1335
2015,"Holzminden",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03255,193
2015,"Nienburg (Weser)",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03256,2810
2015,"Schaumburg",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03257,981
2015,"Statistische Region Hannover",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K032,18091
2015,"Celle",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03351,1057
2015,"Cuxhaven",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03352,1131
2015,"Harburg",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03353,1958
2015,"Lüchow-Dannenberg",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03354,553
2015,"Lüneburg",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03355,1095
2015,"Osterholz",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03356,547
2015,"Rotenburg (Wümme)",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03357,1155
2015,"Heidekreis",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03358,1040
2015,"Stade",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03359,2748
2015,"Uelzen",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03360,424
2015,"Verden",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03361,583
2015,"Statistische Region Lüneburg",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K033,12291
2015,"Delmenhorst, Stadt",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03401,744
2015,"Emden, Stadt",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03402,354
2015,"Oldenburg (Oldb), Stadt",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03403,1026
2015,"Osnabrück, Stadt",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03404,1134
2015,"Wilhelmshaven, Stadt",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03405,554
2015,"Ammerland",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03451,1137
2015,"Aurich",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03452,1062
2015,"Cloppenburg",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03453,7030
2015,"Emsland",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03454,5973
2015,"Friesland",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03455,351
2015,"Grafschaft Bentheim",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03456,1337
2015,"Leer",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03457,1292
2015,"Oldenburg",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03458,3640
2015,"Osnabrück",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03459,3516
2015,"Vechta",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03460,5139
2015,"Wesermarsch",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03461,571
2015,"Wittmund",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03462,437
2015,"Statistische Region Weser-Ems",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K034,35297
2015,"Niedersachsen",Fortzüge,Ausländerinnen und Ausländer,Anzahl,,77943
2014,"Braunschweig, Stadt",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03101,2115
2014,"Salzgitter, Stadt",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03102,660
2014,"Wolfsburg, Stadt",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03103,1127
2014,"Gifhorn",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03151,801
2014,"Goslar",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03153,728
2014,"Helmstedt",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03154,388
2014,"Northeim",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03155,471
2014,"Peine",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03157,520
2014,"Wolfenbüttel",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03158,460
2014,"Göttingen",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03159,2498
2014,"Statistische Region Braunschweig",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K031,9768
2014,"Region Hannover",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03241,9918
2014,"dav. Hannover, Lhst.",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03241001,6456
2014,"dav. Hannover, Umland",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03241999,3462
2014,"Diepholz",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03251,3038
2014,"Hameln-Pyrmont",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03252,648
2014,"Hildesheim",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03254,1392
2014,"Holzminden",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03255,275
2014,"Nienburg (Weser)",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03256,2634
2014,"Schaumburg",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03257,902
2014,"Statistische Region Hannover",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K032,18807
2014,"Celle",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03351,860
2014,"Cuxhaven",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03352,955
2014,"Harburg",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03353,1783
2014,"Lüchow-Dannenberg",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03354,620
2014,"Lüneburg",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03355,1016
2014,"Osterholz",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03356,485
2014,"Rotenburg (Wümme)",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03357,792
2014,"Heidekreis",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03358,976
2014,"Stade",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03359,3295
2014,"Uelzen",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03360,332
2014,"Verden",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03361,657
2014,"Statistische Region Lüneburg",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K033,11771
2014,"Delmenhorst, Stadt",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03401,808
2014,"Emden, Stadt",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03402,303
2014,"Oldenburg (Oldb), Stadt",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03403,1026
2014,"Osnabrück, Stadt",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03404,1541
2014,"Wilhelmshaven, Stadt",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03405,594
2014,"Ammerland",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03451,1149
2014,"Aurich",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03452,963
2014,"Cloppenburg",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03453,7464
2014,"Emsland",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03454,5156
2014,"Friesland",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03455,310
2014,"Grafschaft Bentheim",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03456,1235
2014,"Leer",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03457,1246
2014,"Oldenburg",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03458,3888
2014,"Osnabrück",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03459,3068
2014,"Vechta",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03460,5334
2014,"Wesermarsch",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03461,650
2014,"Wittmund",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03462,408
2014,"Statistische Region Weser-Ems",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K034,35143
2014,"Niedersachsen",Fortzüge,Ausländerinnen und Ausländer,Anzahl,,75489
2013,"Braunschweig, Stadt",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03101,1771
2013,"Salzgitter, Stadt",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03102,575
2013,"Wolfsburg, Stadt",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03103,949
2013,"Gifhorn",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03151,518
2013,"Goslar",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03153,558
2013,"Helmstedt",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03154,401
2013,"Northeim",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03155,336
2013,"Peine",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03157,298
2013,"Wolfenbüttel",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03158,370
2013,"Göttingen",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03159,2258
2013,"Statistische Region Braunschweig",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K031,8034
2013,"Region Hannover",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03241,7484
2013,"dav. Hannover, Lhst.",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03241001,4689
2013,"dav. Hannover, Umland",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03241999,2795
2013,"Diepholz",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03251,3102
2013,"Hameln-Pyrmont",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03252,541
2013,"Hildesheim",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03254,1220
2013,"Holzminden",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03255,185
2013,"Nienburg (Weser)",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03256,2397
2013,"Schaumburg",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03257,571
2013,"Statistische Region Hannover",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K032,15500
2013,"Celle",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03351,598
2013,"Cuxhaven",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03352,917
2013,"Harburg",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03353,1549
2013,"Lüchow-Dannenberg",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03354,471
2013,"Lüneburg",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03355,828
2013,"Osterholz",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03356,316
2013,"Rotenburg (Wümme)",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03357,632
2013,"Heidekreis",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03358,604
2013,"Stade",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03359,2727
2013,"Uelzen",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03360,249
2013,"Verden",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03361,446
2013,"Statistische Region Lüneburg",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K033,9337
2013,"Delmenhorst, Stadt",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03401,364
2013,"Emden, Stadt",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03402,359
2013,"Oldenburg (Oldb), Stadt",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03403,678
2013,"Osnabrück, Stadt",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03404,1085
2013,"Wilhelmshaven, Stadt",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03405,722
2013,"Ammerland",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03451,1150
2013,"Aurich",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03452,816
2013,"Cloppenburg",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03453,6989
2013,"Emsland",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03454,4826
2013,"Friesland",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03455,217
2013,"Grafschaft Bentheim",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03456,1073
2013,"Leer",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03457,1022
2013,"Oldenburg",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03458,4574
2013,"Osnabrück",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03459,3155
2013,"Vechta",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03460,6018
2013,"Wesermarsch",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03461,473
2013,"Wittmund",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03462,274
2013,"Statistische Region Weser-Ems",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K034,33795
2013,"Niedersachsen",Fortzüge,Ausländerinnen und Ausländer,Anzahl,,66666
2012,"Braunschweig, Stadt",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03101,1752
2012,"Salzgitter, Stadt",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03102,399
2012,"Wolfsburg, Stadt",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03103,885
2012,"Gifhorn",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03151,422
2012,"Goslar",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03153,500
2012,"Helmstedt",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03154,183
2012,"Northeim",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03155,307
2012,"Peine",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03157,315
2012,"Wolfenbüttel",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03158,331
2012,"Göttingen",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03159,2135
2012,"Statistische Region Braunschweig",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K031,7229
2012,"Region Hannover",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03241,6355
2012,"dav. Hannover, Lhst.",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03241001,4331
2012,"dav. Hannover, Umland",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03241999,2024
2012,"Diepholz",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03251,3571
2012,"Hameln-Pyrmont",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03252,379
2012,"Hildesheim",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03254,1276
2012,"Holzminden",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03255,217
2012,"Nienburg (Weser)",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03256,2850
2012,"Schaumburg",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03257,506
2012,"Statistische Region Hannover",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K032,15154
2012,"Celle",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03351,449
2012,"Cuxhaven",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03352,759
2012,"Harburg",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03353,1085
2012,"Lüchow-Dannenberg",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03354,323
2012,"Lüneburg",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03355,690
2012,"Osterholz",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03356,223
2012,"Rotenburg (Wümme)",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03357,413
2012,"Heidekreis",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03358,494
2012,"Stade",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03359,3293
2012,"Uelzen",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03360,193
2012,"Verden",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03361,407
2012,"Statistische Region Lüneburg",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K033,8329
2012,"Delmenhorst, Stadt",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03401,361
2012,"Emden, Stadt",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03402,351
2012,"Oldenburg (Oldb), Stadt",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03403,600
2012,"Osnabrück, Stadt",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03404,1017
2012,"Wilhelmshaven, Stadt",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03405,858
2012,"Ammerland",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03451,916
2012,"Aurich",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03452,784
2012,"Cloppenburg",Fortzüge,Ausländerinnen und Ausländer,Anzahl,K03453,7320
