Year,Nationalität,Gebietseinheit,GeoCode,Value
2021,Ausländerinnen und Ausländer,"Braunschweig, Stadt",K03101,261
2021,Ausländerinnen und Ausländer,"Salzgitter, Stadt",K03102,290
2021,Ausländerinnen und Ausländer,"Wolfsburg, Stadt",K03103,213
2021,Ausländerinnen und Ausländer,"Gifhorn",K03151,139
2021,Ausländerinnen und Ausländer,"Goslar",K03153,141
2021,Ausländerinnen und Ausländer,"Helmstedt",K03154,85
2021,Ausländerinnen und Ausländer,"Northeim",K03155,106
2021,Ausländerinnen und Ausländer,"Peine",K03157,143
2021,Ausländerinnen und Ausländer,"Wolfenbüttel",K03158,73
2021,Ausländerinnen und Ausländer,"Göttingen",K03159,315
2021,Ausländerinnen und Ausländer,"Statistische Region Braunschweig",K031,1766
2021,Ausländerinnen und Ausländer,"Region Hannover",K03241,1751
2021,Ausländerinnen und Ausländer,"dav. Hannover, Lhst.",K03241001,1012
2021,Ausländerinnen und Ausländer,"dav. Hannover, Umland",K03241999,2763
2021,Ausländerinnen und Ausländer,"Diepholz",K03251,215
2021,Ausländerinnen und Ausländer,"Hameln-Pyrmont",K03252,200
2021,Ausländerinnen und Ausländer,"Hildesheim",K03254,283
2021,Ausländerinnen und Ausländer,"Holzminden",K03255,59
2021,Ausländerinnen und Ausländer,"Nienburg (Weser)",K03256,115
2021,Ausländerinnen und Ausländer,"Schaumburg",K03257,155
2021,Ausländerinnen und Ausländer,"Statistische Region Hannover",K032,2778
2021,Ausländerinnen und Ausländer,"Celle",K03351,175
2021,Ausländerinnen und Ausländer,"Cuxhaven",K03352,113
2021,Ausländerinnen und Ausländer,"Harburg",K03353,229
2021,Ausländerinnen und Ausländer,"Lüchow-Dannenberg",K03354,20
2021,Ausländerinnen und Ausländer,"Lüneburg",K03355,136
2021,Ausländerinnen und Ausländer,"Osterholz",K03356,64
2021,Ausländerinnen und Ausländer,"Rotenburg (Wümme)",K03357,119
2021,Ausländerinnen und Ausländer,"Heidekreis",K03358,133
2021,Ausländerinnen und Ausländer,"Stade",K03359,228
2021,Ausländerinnen und Ausländer,"Uelzen",K03360,77
2021,Ausländerinnen und Ausländer,"Verden",K03361,109
2021,Ausländerinnen und Ausländer,"Statistische Region Lüneburg",K033,1403
2021,Ausländerinnen und Ausländer,"Delmenhorst, Stadt",K03401,220
2021,Ausländerinnen und Ausländer,"Emden, Stadt",K03402,80
2021,Ausländerinnen und Ausländer,"Oldenburg (Oldb), Stadt",K03403,251
2021,Ausländerinnen und Ausländer,"Osnabrück, Stadt",K03404,256
2021,Ausländerinnen und Ausländer,"Wilhelmshaven, Stadt",K03405,120
2021,Ausländerinnen und Ausländer,"Ammerland",K03451,90
2021,Ausländerinnen und Ausländer,"Aurich",K03452,119
2021,Ausländerinnen und Ausländer,"Cloppenburg",K03453,270
2021,Ausländerinnen und Ausländer,"Emsland",K03454,439
2021,Ausländerinnen und Ausländer,"Friesland",K03455,54
2021,Ausländerinnen und Ausländer,"Grafschaft Bentheim",K03456,172
2021,Ausländerinnen und Ausländer,"Leer",K03457,166
2021,Ausländerinnen und Ausländer,"Oldenburg",K03458,123
2021,Ausländerinnen und Ausländer,"Osnabrück",K03459,406
2021,Ausländerinnen und Ausländer,"Vechta",K03460,276
2021,Ausländerinnen und Ausländer,"Wesermarsch",K03461,73
2021,Ausländerinnen und Ausländer,"Wittmund",K03462,37
2021,Ausländerinnen und Ausländer,"Statistische Region Weser-Ems",K034,3152
2021,Ausländerinnen und Ausländer,"Niedersachsen",,9099
2022,Ausländerinnen und Ausländer,"Braunschweig, Stadt",K03101,269
2022,Ausländerinnen und Ausländer,"Salzgitter, Stadt",K03102,288
2022,Ausländerinnen und Ausländer,"Wolfsburg, Stadt",K03103,209
2022,Ausländerinnen und Ausländer,"Gifhorn",K03151,150
2022,Ausländerinnen und Ausländer,"Goslar",K03153,120
2022,Ausländerinnen und Ausländer,"Helmstedt",K03154,90
2022,Ausländerinnen und Ausländer,"Northeim",K03155,111
2022,Ausländerinnen und Ausländer,"Peine",K03157,128
2022,Ausländerinnen und Ausländer,"Wolfenbüttel",K03158,106
2022,Ausländerinnen und Ausländer,"Göttingen",K03159,366
2022,Ausländerinnen und Ausländer,"Statistische Region Braunschweig",K031,1837
2022,Ausländerinnen und Ausländer,"Region Hannover",K03241,1734
2022,Ausländerinnen und Ausländer,"dav. Hannover, Lhst.",K03241001,978
2022,Ausländerinnen und Ausländer,"dav. Hannover, Umland",K03241999,756
2022,Ausländerinnen und Ausländer,"Diepholz",K03251,231
2022,Ausländerinnen und Ausländer,"Hameln-Pyrmont",K03252,212
2022,Ausländerinnen und Ausländer,"Hildesheim",K03254,281
2022,Ausländerinnen und Ausländer,"Holzminden",K03255,85
2022,Ausländerinnen und Ausländer,"Nienburg (Weser)",K03256,127
2022,Ausländerinnen und Ausländer,"Schaumburg",K03257,162
2022,Ausländerinnen und Ausländer,"Statistische Region Hannover",K032,2832
2022,Ausländerinnen und Ausländer,"Celle",K03351,139
2022,Ausländerinnen und Ausländer,"Cuxhaven",K03352,136
2022,Ausländerinnen und Ausländer,"Harburg",K03353,200
2022,Ausländerinnen und Ausländer,"Lüchow-Dannenberg",K03354,37
2022,Ausländerinnen und Ausländer,"Lüneburg",K03355,141
2022,Ausländerinnen und Ausländer,"Osterholz",K03356,76
2022,Ausländerinnen und Ausländer,"Rotenburg (Wümme)",K03357,154
2022,Ausländerinnen und Ausländer,"Heidekreis",K03358,169
2022,Ausländerinnen und Ausländer,"Stade",K03359,256
2022,Ausländerinnen und Ausländer,"Uelzen",K03360,84
2022,Ausländerinnen und Ausländer,"Verden",K03361,146
2022,Ausländerinnen und Ausländer,"Statistische Region Lüneburg",K033,1538
2022,Ausländerinnen und Ausländer,"Delmenhorst, Stadt",K03401,205
2022,Ausländerinnen und Ausländer,"Emden, Stadt",K03402,77
2022,Ausländerinnen und Ausländer,"Oldenburg (Oldb), Stadt",K03403,265
2022,Ausländerinnen und Ausländer,"Osnabrück, Stadt",K03404,235
2022,Ausländerinnen und Ausländer,"Wilhelmshaven, Stadt",K03405,118
2022,Ausländerinnen und Ausländer,"Ammerland",K03451,97
2022,Ausländerinnen und Ausländer,"Aurich",K03452,144
2022,Ausländerinnen und Ausländer,"Cloppenburg",K03453,307
2022,Ausländerinnen und Ausländer,"Emsland",K03454,471
2022,Ausländerinnen und Ausländer,"Friesland",K03455,53
2022,Ausländerinnen und Ausländer,"Grafschaft Bentheim",K03456,206
2022,Ausländerinnen und Ausländer,"Leer",K03457,185
2022,Ausländerinnen und Ausländer,"Oldenburg",K03458,147
2022,Ausländerinnen und Ausländer,"Osnabrück",K03459,378
2022,Ausländerinnen und Ausländer,"Vechta",K03460,270
2022,Ausländerinnen und Ausländer,"Wesermarsch",K03461,103
2022,Ausländerinnen und Ausländer,"Wittmund",K03462,41
2022,Ausländerinnen und Ausländer,"Statistische Region Weser-Ems",K034,3302
2022,Ausländerinnen und Ausländer,"Niedersachsen",K030,9509
2023,Ausländerinnen und Ausländer,"Braunschweig, Stadt",K03101,283
2023,Ausländerinnen und Ausländer,"Salzgitter, Stadt",K03102,283
2023,Ausländerinnen und Ausländer,"Wolfsburg, Stadt",K03103,205
2023,Ausländerinnen und Ausländer,"Gifhorn",K03151,177
2023,Ausländerinnen und Ausländer,"Goslar",K03153,151
2023,Ausländerinnen und Ausländer,"Helmstedt",K03154,71
2023,Ausländerinnen und Ausländer,"Northeim",K03155,142
2023,Ausländerinnen und Ausländer,"Peine",K03157,127
2023,Ausländerinnen und Ausländer,"Wolfenbüttel",K03158,81
2023,Ausländerinnen und Ausländer,"Göttingen",K03159,367
2023,Ausländerinnen und Ausländer,"Statistische Region Braunschweig",K031,1887
2023,Ausländerinnen und Ausländer,"Region Hannover",K03241,1699
2023,Ausländerinnen und Ausländer,"dav. Hannover, Lhst.",K03241001,1028
2023,Ausländerinnen und Ausländer,"dav. Hannover, Umland",K03241999,671
2023,Ausländerinnen und Ausländer,"Diepholz",K03251,251
2023,Ausländerinnen und Ausländer,"Hameln-Pyrmont",K03252,227
2023,Ausländerinnen und Ausländer,"Hildesheim",K03254,305
2023,Ausländerinnen und Ausländer,"Holzminden",K03255,75
2023,Ausländerinnen und Ausländer,"Nienburg (Weser)",K03256,124
2023,Ausländerinnen und Ausländer,"Schaumburg",K03257,174
2023,Ausländerinnen und Ausländer,"Statistische Region Hannover",K032,2855
2023,Ausländerinnen und Ausländer,"Celle",K03351,150
2023,Ausländerinnen und Ausländer,"Cuxhaven",K03352,153
2023,Ausländerinnen und Ausländer,"Harburg",K03353,207
2023,Ausländerinnen und Ausländer,"Lüchow-Dannenberg",K03354,34
2023,Ausländerinnen und Ausländer,"Lüneburg",K03355,193
2023,Ausländerinnen und Ausländer,"Osterholz",K03356,80
2023,Ausländerinnen und Ausländer,"Rotenburg (Wümme)",K03357,152
2023,Ausländerinnen und Ausländer,"Heidekreis",K03358,145
2023,Ausländerinnen und Ausländer,"Stade",K03359,275
2023,Ausländerinnen und Ausländer,"Uelzen",K03360,90
2023,Ausländerinnen und Ausländer,"Verden",K03361,132
2023,Ausländerinnen und Ausländer,"Statistische Region Lüneburg",K033,1611
2023,Ausländerinnen und Ausländer,"Delmenhorst, Stadt",K03401,167
2023,Ausländerinnen und Ausländer,"Emden, Stadt",K03402,82
2023,Ausländerinnen und Ausländer,"Oldenburg (Oldb), Stadt",K03403,257
2023,Ausländerinnen und Ausländer,"Osnabrück, Stadt",K03404,276
2023,Ausländerinnen und Ausländer,"Wilhelmshaven, Stadt",K03405,137
2023,Ausländerinnen und Ausländer,"Ammerland",K03451,100
2023,Ausländerinnen und Ausländer,"Aurich",K03452,172
2023,Ausländerinnen und Ausländer,"Cloppenburg",K03453,291
2023,Ausländerinnen und Ausländer,"Emsland",K03454,443
2023,Ausländerinnen und Ausländer,"Friesland",K03455,69
2023,Ausländerinnen und Ausländer,"Grafschaft Bentheim",K03456,174
2023,Ausländerinnen und Ausländer,"Leer",K03457,208
2023,Ausländerinnen und Ausländer,"Oldenburg",K03458,152
2023,Ausländerinnen und Ausländer,"Osnabrück",K03459,474
2023,Ausländerinnen und Ausländer,"Vechta",K03460,266
2023,Ausländerinnen und Ausländer,"Wesermarsch",K03461,85
2023,Ausländerinnen und Ausländer,"Wittmund",K03462,39
2023,Ausländerinnen und Ausländer,"Statistische Region Weser-Ems",K034,3392
2023,Ausländerinnen und Ausländer,"Niedersachsen",K030,9745
2005,Deutsche,"Braunschweig, Stadt",K03101,1968
2005,Deutsche,"Salzgitter, Stadt",K03102,825
2005,Deutsche,"Wolfsburg, Stadt",K03103,853
2005,Deutsche,"Gifhorn",K03151,1537
2005,Deutsche,"Goslar",K03153,940
2005,Deutsche,"Helmstedt",K03154,673
2005,Deutsche,"Northeim",K03155,1037
2005,Deutsche,"Peine",K03157,1089
2005,Deutsche,"Wolfenbüttel",K03158,916
2005,Deutsche,"Göttingen",K03159,2531
2005,Deutsche,"Statistische Region Braunschweig",K031,12369
2005,Deutsche,"Region Hannover",K03241,9082
2005,Deutsche,"dav. Hannover, Lhst.",K03241001,4519
2005,Deutsche,"dav. Hannover, Umland",K03241999,4563
2005,Deutsche,"Diepholz",K03251,1728
2005,Deutsche,"Hameln-Pyrmont",K03252,1189
2005,Deutsche,"Hildesheim",K03254,2221
2005,Deutsche,"Holzminden",K03255,548
2005,Deutsche,"Nienburg (Weser)",K03256,1035
2005,Deutsche,"Schaumburg",K03257,1187
2005,Deutsche,"Statistische Region Hannover",K032,16990
2005,Deutsche,"Celle",K03351,1602
2005,Deutsche,"Cuxhaven",K03352,1438
2005,Deutsche,"Harburg",K03353,1990
2005,Deutsche,"Lüchow-Dannenberg",K03354,415
2005,Deutsche,"Lüneburg",K03355,1445
2005,Deutsche,"Osterholz",K03356,798
2005,Deutsche,"Rotenburg (Wümme)",K03357,1424
2005,Deutsche,"Heidekreis",K03358,1175
2005,Deutsche,"Stade",K03359,1633
2005,Deutsche,"Uelzen",K03360,713
2005,Deutsche,"Verden",K03361,1113
2005,Deutsche,"Statistische Region Lüneburg",K033,13746
2005,Deutsche,"Delmenhorst, Stadt",K03401,604
2005,Deutsche,"Emden, Stadt",K03402,390
2005,Deutsche,"Oldenburg (Oldb), Stadt",K03403,1311
2005,Deutsche,"Osnabrück, Stadt",K03404,1319
2005,Deutsche,"Wilhelmshaven, Stadt",K03405,563
2005,Deutsche,"Ammerland",K03451,984
2005,Deutsche,"Aurich",K03452,1616
2005,Deutsche,"Cloppenburg",K03453,1683
2005,Deutsche,"Emsland",K03454,2937
2005,Deutsche,"Friesland",K03455,687
2005,Deutsche,"Grafschaft Bentheim",K03456,1154
2005,Deutsche,"Leer",K03457,1444
2005,Deutsche,"Oldenburg",K03458,1060
2005,Deutsche,"Osnabrück",K03459,3274
2005,Deutsche,"Vechta",K03460,1344
2005,Deutsche,"Wesermarsch",K03461,740
2005,Deutsche,"Wittmund",K03462,474
2005,Deutsche,"Statistische Region Weser-Ems",K034,21584
2005,Deutsche,"Niedersachsen",,64689
2006,Deutsche,"Braunschweig, Stadt",K03101,1999
2006,Deutsche,"Salzgitter, Stadt",K03102,812
2006,Deutsche,"Wolfsburg, Stadt",K03103,893
2006,Deutsche,"Gifhorn",K03151,1463
2006,Deutsche,"Goslar",K03153,914
2006,Deutsche,"Helmstedt",K03154,685
2006,Deutsche,"Northeim",K03155,984
2006,Deutsche,"Peine",K03157,1061
2006,Deutsche,"Wolfenbüttel",K03158,894
2006,Deutsche,"Göttingen",K03159,2487
2006,Deutsche,"Statistische Region Braunschweig",K031,12192
2006,Deutsche,"Region Hannover",K03241,9079
2006,Deutsche,"dav. Hannover, Lhst.",K03241001,4537
2006,Deutsche,"dav. Hannover, Umland",K03241999,4542
2006,Deutsche,"Diepholz",K03251,1630
2006,Deutsche,"Hameln-Pyrmont",K03252,1111
2006,Deutsche,"Hildesheim",K03254,2059
2006,Deutsche,"Holzminden",K03255,521
2006,Deutsche,"Nienburg (Weser)",K03256,982
2006,Deutsche,"Schaumburg",K03257,1276
2006,Deutsche,"Statistische Region Hannover",K032,16658
2006,Deutsche,"Celle",K03351,1467
2006,Deutsche,"Cuxhaven",K03352,1435
2006,Deutsche,"Harburg",K03353,1843
2006,Deutsche,"Lüchow-Dannenberg",K03354,351
2006,Deutsche,"Lüneburg",K03355,1496
2006,Deutsche,"Osterholz",K03356,832
2006,Deutsche,"Rotenburg (Wümme)",K03357,1418
2006,Deutsche,"Heidekreis",K03358,1178
2006,Deutsche,"Stade",K03359,1672
2006,Deutsche,"Uelzen",K03360,727
2006,Deutsche,"Verden",K03361,1083
2006,Deutsche,"Statistische Region Lüneburg",K033,13502
2006,Deutsche,"Delmenhorst, Stadt",K03401,623
2006,Deutsche,"Emden, Stadt",K03402,430
2006,Deutsche,"Oldenburg (Oldb), Stadt",K03403,1318
2006,Deutsche,"Osnabrück, Stadt",K03404,1274
2006,Deutsche,"Wilhelmshaven, Stadt",K03405,583
2006,Deutsche,"Ammerland",K03451,949
2006,Deutsche,"Aurich",K03452,1522
2006,Deutsche,"Cloppenburg",K03453,1663
2006,Deutsche,"Emsland",K03454,2769
2006,Deutsche,"Friesland",K03455,687
2006,Deutsche,"Grafschaft Bentheim",K03456,1136
2006,Deutsche,"Leer",K03457,1350
2006,Deutsche,"Oldenburg",K03458,987
2006,Deutsche,"Osnabrück",K03459,3073
2006,Deutsche,"Vechta",K03460,1185
2006,Deutsche,"Wesermarsch",K03461,685
2006,Deutsche,"Wittmund",K03462,467
2006,Deutsche,"Statistische Region Weser-Ems",K034,20701
2006,Deutsche,"Niedersachsen",,63053
2007,Deutsche,"Braunschweig, Stadt",K03101,2110
2007,Deutsche,"Salzgitter, Stadt",K03102,784
2007,Deutsche,"Wolfsburg, Stadt",K03103,903
2007,Deutsche,"Gifhorn",K03151,1509
2007,Deutsche,"Goslar",K03153,903
2007,Deutsche,"Helmstedt",K03154,712
2007,Deutsche,"Northeim",K03155,986
2007,Deutsche,"Peine",K03157,1013
2007,Deutsche,"Wolfenbüttel",K03158,885
2007,Deutsche,"Göttingen",K03159,2555
2007,Deutsche,"Statistische Region Braunschweig",K031,12360
2007,Deutsche,"Region Hannover",K03241,9328
2007,Deutsche,"dav. Hannover, Lhst.",K03241001,4755
2007,Deutsche,"dav. Hannover, Umland",K03241999,4573
2007,Deutsche,"Diepholz",K03251,1611
2007,Deutsche,"Hameln-Pyrmont",K03252,1116
2007,Deutsche,"Hildesheim",K03254,2071
2007,Deutsche,"Holzminden",K03255,491
2007,Deutsche,"Nienburg (Weser)",K03256,979
2007,Deutsche,"Schaumburg",K03257,1152
2007,Deutsche,"Statistische Region Hannover",K032,16748
2007,Deutsche,"Celle",K03351,1438
2007,Deutsche,"Cuxhaven",K03352,1457
2007,Deutsche,"Harburg",K03353,1955
2007,Deutsche,"Lüchow-Dannenberg",K03354,337
2007,Deutsche,"Lüneburg",K03355,1479
2007,Deutsche,"Osterholz",K03356,824
2007,Deutsche,"Rotenburg (Wümme)",K03357,1418
2007,Deutsche,"Heidekreis",K03358,1120
2007,Deutsche,"Stade",K03359,1622
2007,Deutsche,"Uelzen",K03360,685
2007,Deutsche,"Verden",K03361,1102
2007,Deutsche,"Statistische Region Lüneburg",K033,13437
2007,Deutsche,"Delmenhorst, Stadt",K03401,574
2007,Deutsche,"Emden, Stadt",K03402,398
2007,Deutsche,"Oldenburg (Oldb), Stadt",K03403,1264
2007,Deutsche,"Osnabrück, Stadt",K03404,1389
2007,Deutsche,"Wilhelmshaven, Stadt",K03405,570
2007,Deutsche,"Ammerland",K03451,872
2007,Deutsche,"Aurich",K03452,1579
2007,Deutsche,"Cloppenburg",K03453,1603
2007,Deutsche,"Emsland",K03454,2756
2007,Deutsche,"Friesland",K03455,730
2007,Deutsche,"Grafschaft Bentheim",K03456,1027
2007,Deutsche,"Leer",K03457,1364
2007,Deutsche,"Oldenburg",K03458,931
2007,Deutsche,"Osnabrück",K03459,2931
2007,Deutsche,"Vechta",K03460,1281
2007,Deutsche,"Wesermarsch",K03461,685
2007,Deutsche,"Wittmund",K03462,442
2007,Deutsche,"Statistische Region Weser-Ems",K034,20396
2007,Deutsche,"Niedersachsen",,62941
2008,Deutsche,"Braunschweig, Stadt",K03101,2060
2008,Deutsche,"Salzgitter, Stadt",K03102,807
2008,Deutsche,"Wolfsburg, Stadt",K03103,894
2008,Deutsche,"Gifhorn",K03151,1479
2008,Deutsche,"Goslar",K03153,943
2008,Deutsche,"Helmstedt",K03154,646
2008,Deutsche,"Northeim",K03155,991
2008,Deutsche,"Peine",K03157,1049
2008,Deutsche,"Wolfenbüttel",K03158,831
2008,Deutsche,"Göttingen",K03159,2380
2008,Deutsche,"Statistische Region Braunschweig",K031,12080
2008,Deutsche,"Region Hannover",K03241,9406
2008,Deutsche,"dav. Hannover, Lhst.",K03241001,4732
2008,Deutsche,"dav. Hannover, Umland",K03241999,4674
2008,Deutsche,"Diepholz",K03251,1637
2008,Deutsche,"Hameln-Pyrmont",K03252,1120
2008,Deutsche,"Hildesheim",K03254,2074
2008,Deutsche,"Holzminden",K03255,498
2008,Deutsche,"Nienburg (Weser)",K03256,959
2008,Deutsche,"Schaumburg",K03257,1121
2008,Deutsche,"Statistische Region Hannover",K032,16815
2008,Deutsche,"Celle",K03351,1422
2008,Deutsche,"Cuxhaven",K03352,1514
2008,Deutsche,"Harburg",K03353,1952
2008,Deutsche,"Lüchow-Dannenberg",K03354,300
2008,Deutsche,"Lüneburg",K03355,1452
2008,Deutsche,"Osterholz",K03356,772
2008,Deutsche,"Rotenburg (Wümme)",K03357,1332
2008,Deutsche,"Heidekreis",K03358,1094
2008,Deutsche,"Stade",K03359,1635
2008,Deutsche,"Uelzen",K03360,649
2008,Deutsche,"Verden",K03361,1076
2008,Deutsche,"Statistische Region Lüneburg",K033,13198
2008,Deutsche,"Delmenhorst, Stadt",K03401,583
2008,Deutsche,"Emden, Stadt",K03402,394
2008,Deutsche,"Oldenburg (Oldb), Stadt",K03403,1298
2008,Deutsche,"Osnabrück, Stadt",K03404,1398
2008,Deutsche,"Wilhelmshaven, Stadt",K03405,574
2008,Deutsche,"Ammerland",K03451,901
2008,Deutsche,"Aurich",K03452,1520
2008,Deutsche,"Cloppenburg",K03453,1518
2008,Deutsche,"Emsland",K03454,2707
2008,Deutsche,"Friesland",K03455,689
2008,Deutsche,"Grafschaft Bentheim",K03456,1121
2008,Deutsche,"Leer",K03457,1314
2008,Deutsche,"Oldenburg",K03458,967
2008,Deutsche,"Osnabrück",K03459,3118
2008,Deutsche,"Vechta",K03460,1266
2008,Deutsche,"Wesermarsch",K03461,673
2008,Deutsche,"Wittmund",K03462,435
2008,Deutsche,"Statistische Region Weser-Ems",K034,20476
2008,Deutsche,"Niedersachsen",,62569
2009,Deutsche,"Braunschweig, Stadt",K03101,2050
2009,Deutsche,"Salzgitter, Stadt",K03102,749
2009,Deutsche,"Wolfsburg, Stadt",K03103,971
2009,Deutsche,"Gifhorn",K03151,1383
2009,Deutsche,"Goslar",K03153,824
2009,Deutsche,"Helmstedt",K03154,586
2009,Deutsche,"Northeim",K03155,889
2009,Deutsche,"Peine",K03157,983
2009,Deutsche,"Wolfenbüttel",K03158,758
2009,Deutsche,"Göttingen",K03159,2357
2009,Deutsche,"Statistische Region Braunschweig",K031,11550
2009,Deutsche,"Region Hannover",K03241,9130
2009,Deutsche,"dav. Hannover, Lhst.",K03241001,4682
2009,Deutsche,"dav. Hannover, Umland",K03241999,4448
2009,Deutsche,"Diepholz",K03251,1502
2009,Deutsche,"Hameln-Pyrmont",K03252,1033
2009,Deutsche,"Hildesheim",K03254,1900
2009,Deutsche,"Holzminden",K03255,523
2009,Deutsche,"Nienburg (Weser)",K03256,900
2009,Deutsche,"Schaumburg",K03257,1100
2009,Deutsche,"Statistische Region Hannover",K032,16088
2009,Deutsche,"Celle",K03351,1399
2009,Deutsche,"Cuxhaven",K03352,1424
2009,Deutsche,"Harburg",K03353,1809
2009,Deutsche,"Lüchow-Dannenberg",K03354,305
2009,Deutsche,"Lüneburg",K03355,1467
2009,Deutsche,"Osterholz",K03356,779
2009,Deutsche,"Rotenburg (Wümme)",K03357,1318
2009,Deutsche,"Heidekreis",K03358,1086
2009,Deutsche,"Stade",K03359,1592
2009,Deutsche,"Uelzen",K03360,632
2009,Deutsche,"Verden",K03361,1046
2009,Deutsche,"Statistische Region Lüneburg",K033,12857
2009,Deutsche,"Delmenhorst, Stadt",K03401,520
2009,Deutsche,"Emden, Stadt",K03402,419
2009,Deutsche,"Oldenburg (Oldb), Stadt",K03403,1322
2009,Deutsche,"Osnabrück, Stadt",K03404,1314
2009,Deutsche,"Wilhelmshaven, Stadt",K03405,535
2009,Deutsche,"Ammerland",K03451,831
2009,Deutsche,"Aurich",K03452,1440
2009,Deutsche,"Cloppenburg",K03453,1549
2009,Deutsche,"Emsland",K03454,2636
2009,Deutsche,"Friesland",K03455,682
2009,Deutsche,"Grafschaft Bentheim",K03456,1075
2009,Deutsche,"Leer",K03457,1301
2009,Deutsche,"Oldenburg",K03458,983
2009,Deutsche,"Osnabrück",K03459,2811
2009,Deutsche,"Vechta",K03460,1255
2009,Deutsche,"Wesermarsch",K03461,628
2009,Deutsche,"Wittmund",K03462,427
2009,Deutsche,"Statistische Region Weser-Ems",K034,19728
2009,Deutsche,"Niedersachsen",,60223
2010,Deutsche,"Braunschweig, Stadt",K03101,2152
2010,Deutsche,"Salzgitter, Stadt",K03102,755
2010,Deutsche,"Wolfsburg, Stadt",K03103,948
2010,Deutsche,"Gifhorn",K03151,1385
2010,Deutsche,"Goslar",K03153,847
2010,Deutsche,"Helmstedt",K03154,652
2010,Deutsche,"Northeim",K03155,931
2010,Deutsche,"Peine",K03157,980
2010,Deutsche,"Wolfenbüttel",K03158,825
2010,Deutsche,"Göttingen",K03159,2303
2010,Deutsche,"Statistische Region Braunschweig",K031,11778
2010,Deutsche,"Region Hannover",K03241,9392
2010,Deutsche,"dav. Hannover, Lhst.",K03241001,4848
2010,Deutsche,"dav. Hannover, Umland",K03241999,4544
2010,Deutsche,"Diepholz",K03251,1554
2010,Deutsche,"Hameln-Pyrmont",K03252,1010
2010,Deutsche,"Hildesheim",K03254,1946
2010,Deutsche,"Holzminden",K03255,506
2010,Deutsche,"Nienburg (Weser)",K03256,949
2010,Deutsche,"Schaumburg",K03257,1109
2010,Deutsche,"Statistische Region Hannover",K032,16466
2010,Deutsche,"Celle",K03351,1370
2010,Deutsche,"Cuxhaven",K03352,1352
2010,Deutsche,"Harburg",K03353,1802
2010,Deutsche,"Lüchow-Dannenberg",K03354,321
2010,Deutsche,"Lüneburg",K03355,1489
2010,Deutsche,"Osterholz",K03356,777
2010,Deutsche,"Rotenburg (Wümme)",K03357,1317
2010,Deutsche,"Heidekreis",K03358,1134
2010,Deutsche,"Stade",K03359,1698
2010,Deutsche,"Uelzen",K03360,647
2010,Deutsche,"Verden",K03361,1099
2010,Deutsche,"Statistische Region Lüneburg",K033,13006
2010,Deutsche,"Delmenhorst, Stadt",K03401,565
2010,Deutsche,"Emden, Stadt",K03402,458
2010,Deutsche,"Oldenburg (Oldb), Stadt",K03403,1289
2010,Deutsche,"Osnabrück, Stadt",K03404,1296
2010,Deutsche,"Wilhelmshaven, Stadt",K03405,594
2010,Deutsche,"Ammerland",K03451,918
2010,Deutsche,"Aurich",K03452,1477
2010,Deutsche,"Cloppenburg",K03453,1528
2010,Deutsche,"Emsland",K03454,2562
2010,Deutsche,"Friesland",K03455,680
2010,Deutsche,"Grafschaft Bentheim",K03456,1096
2010,Deutsche,"Leer",K03457,1316
2010,Deutsche,"Oldenburg",K03458,920
2010,Deutsche,"Osnabrück",K03459,2892
2010,Deutsche,"Vechta",K03460,1237
2010,Deutsche,"Wesermarsch",K03461,600
2010,Deutsche,"Wittmund",K03462,413
2010,Deutsche,"Statistische Region Weser-Ems",K034,19841
2010,Deutsche,"Niedersachsen",,61091
2011,Deutsche,"Braunschweig, Stadt",K03101,2134
2011,Deutsche,"Salzgitter, Stadt",K03102,766
2011,Deutsche,"Wolfsburg, Stadt",K03103,951
2011,Deutsche,"Gifhorn",K03151,1268
2011,Deutsche,"Goslar",K03153,763
2011,Deutsche,"Helmstedt",K03154,546
2011,Deutsche,"Northeim",K03155,872
2011,Deutsche,"Peine",K03157,945
2011,Deutsche,"Wolfenbüttel",K03158,850
2011,Deutsche,"Göttingen",K03159,2289
2011,Deutsche,"Statistische Region Braunschweig",K031,11384
2011,Deutsche,"Region Hannover",K03241,9302
2011,Deutsche,"dav. Hannover, Lhst.",K03241001,4793
2011,Deutsche,"dav. Hannover, Umland",K03241999,4509
2011,Deutsche,"Diepholz",K03251,1510
2011,Deutsche,"Hameln-Pyrmont",K03252,1014
2011,Deutsche,"Hildesheim",K03254,1851
2011,Deutsche,"Holzminden",K03255,436
2011,Deutsche,"Nienburg (Weser)",K03256,919
2011,Deutsche,"Schaumburg",K03257,1053
2011,Deutsche,"Statistische Region Hannover",K032,16085
2011,Deutsche,"Celle",K03351,1355
2011,Deutsche,"Cuxhaven",K03352,1358
2011,Deutsche,"Harburg",K03353,1864
2011,Deutsche,"Lüchow-Dannenberg",K03354,286
2011,Deutsche,"Lüneburg",K03355,1411
2011,Deutsche,"Osterholz",K03356,793
2011,Deutsche,"Rotenburg (Wümme)",K03357,1191
2011,Deutsche,"Heidekreis",K03358,1017
2011,Deutsche,"Stade",K03359,1572
2011,Deutsche,"Uelzen",K03360,602
2011,Deutsche,"Verden",K03361,1002
2011,Deutsche,"Statistische Region Lüneburg",K033,12451
2011,Deutsche,"Delmenhorst, Stadt",K03401,584
2011,Deutsche,"Emden, Stadt",K03402,402
2011,Deutsche,"Oldenburg (Oldb), Stadt",K03403,1299
