Year,Gebietseinheit,Aufenthaltsdauer in Jahren,Geschlecht,GeoCode,Value
2017,"dav. Hannover, Umland",4 - 6,männlich,K03241999,2945
2017,"Diepholz",4 - 6,männlich,K03251,1120
2017,"Hameln-Pyrmont",4 - 6,männlich,K03252,540
2017,"Hildesheim",4 - 6,männlich,K03254,1000
2017,"Holzminden",4 - 6,männlich,K03255,90
2017,"Nienburg (Weser)",4 - 6,männlich,K03256,435
2017,"Schaumburg",4 - 6,männlich,K03257,470
2017,"Statistische Region Hannover",4 - 6,männlich,K032,12645
2017,"Celle",4 - 6,männlich,K03351,565
2017,"Cuxhaven",4 - 6,männlich,K03352,580
2017,"Harburg",4 - 6,männlich,K03353,750
2017,"Lüchow-Dannenberg",4 - 6,männlich,K03354,160
2017,"Lüneburg",4 - 6,männlich,K03355,565
2017,"Osterholz",4 - 6,männlich,K03356,245
2017,"Rotenburg (Wümme)",4 - 6,männlich,K03357,485
2017,"Heidekreis",4 - 6,männlich,K03358,575
2017,"Stade",4 - 6,männlich,K03359,985
2017,"Uelzen",4 - 6,männlich,K03360,270
2017,"Verden",4 - 6,männlich,K03361,390
2017,"Statistische Region Lüneburg",4 - 6,männlich,K033,5580
2017,"Delmenhorst, Stadt",4 - 6,männlich,K03401,560
2017,"Emden, Stadt",4 - 6,männlich,K03402,395
2017,"Oldenburg (Oldb), Stadt",4 - 6,männlich,K03403,830
2017,"Osnabrück, Stadt",4 - 6,männlich,K03404,1125
2017,"Wilhelmshaven, Stadt",4 - 6,männlich,K03405,395
2017,"Ammerland",4 - 6,männlich,K03451,440
2017,"Aurich",4 - 6,männlich,K03452,680
2017,"Cloppenburg",4 - 6,männlich,K03453,1180
2017,"Emsland",4 - 6,männlich,K03454,2400
2017,"Friesland",4 - 6,männlich,K03455,200
2017,"Grafschaft Bentheim",4 - 6,männlich,K03456,1035
2017,"Leer",4 - 6,männlich,K03457,730
2017,"Oldenburg",4 - 6,männlich,K03458,695
2017,"Osnabrück",4 - 6,männlich,K03459,1550
2017,"Vechta",4 - 6,männlich,K03460,1175
2017,"Wesermarsch",4 - 6,männlich,K03461,270
2017,"Wittmund",4 - 6,männlich,K03462,135
2017,"Statistische Region Weser-Ems",4 - 6,männlich,K034,13790
2017,"Niedersachsen",4 - 6,männlich,,38720
2016,"Braunschweig, Stadt",4 - 6,männlich,K03101,1185
2016,"Salzgitter, Stadt",4 - 6,männlich,K03102,435
2016,"Wolfsburg, Stadt",4 - 6,männlich,K03103,670
2016,"Gifhorn",4 - 6,männlich,K03151,355
2016,"Goslar",4 - 6,männlich,K03153,470
2016,"Helmstedt",4 - 6,männlich,K03154,180
2016,"Northeim",4 - 6,männlich,K03155,235
2016,"Peine",4 - 6,männlich,K03157,325
2016,"Wolfenbüttel",4 - 6,männlich,K03158,230
2016,"Göttingen",4 - 6,männlich,K03159,985
2016,"Statistische Region Braunschweig",4 - 6,männlich,K031,5070
2016,"Region Hannover",4 - 6,männlich,K03241,7300
2016,"dav. Hannover, Lhst.",4 - 6,männlich,K03241001,5135
2016,"dav. Hannover, Umland",4 - 6,männlich,K03241999,2165
2016,"Diepholz",4 - 6,männlich,K03251,740
2016,"Hameln-Pyrmont",4 - 6,männlich,K03252,395
2016,"Hildesheim",4 - 6,männlich,K03254,765
2016,"Holzminden",4 - 6,männlich,K03255,115
2016,"Nienburg (Weser)",4 - 6,männlich,K03256,355
2016,"Schaumburg",4 - 6,männlich,K03257,370
2016,"Statistische Region Hannover",4 - 6,männlich,K032,10045
2016,"Celle",4 - 6,männlich,K03351,400
2016,"Cuxhaven",4 - 6,männlich,K03352,450
2016,"Harburg",4 - 6,männlich,K03353,470
2016,"Lüchow-Dannenberg",4 - 6,männlich,K03354,140
2016,"Lüneburg",4 - 6,männlich,K03355,385
2016,"Osterholz",4 - 6,männlich,K03356,225
2016,"Rotenburg (Wümme)",4 - 6,männlich,K03357,390
2016,"Heidekreis",4 - 6,männlich,K03358,470
2016,"Stade",4 - 6,männlich,K03359,870
2016,"Uelzen",4 - 6,männlich,K03360,195
2016,"Verden",4 - 6,männlich,K03361,315
2016,"Statistische Region Lüneburg",4 - 6,männlich,K033,4315
2016,"Delmenhorst, Stadt",4 - 6,männlich,K03401,430
2016,"Emden, Stadt",4 - 6,männlich,K03402,280
2016,"Oldenburg (Oldb), Stadt",4 - 6,männlich,K03403,715
2016,"Osnabrück, Stadt",4 - 6,männlich,K03404,910
2016,"Wilhelmshaven, Stadt",4 - 6,männlich,K03405,320
2016,"Ammerland",4 - 6,männlich,K03451,390
2016,"Aurich",4 - 6,männlich,K03452,380
2016,"Cloppenburg",4 - 6,männlich,K03453,1135
2016,"Emsland",4 - 6,männlich,K03454,2160
2016,"Friesland",4 - 6,männlich,K03455,125
2016,"Grafschaft Bentheim",4 - 6,männlich,K03456,935
2016,"Leer",4 - 6,männlich,K03457,565
2016,"Oldenburg",4 - 6,männlich,K03458,570
2016,"Osnabrück",4 - 6,männlich,K03459,1310
2016,"Vechta",4 - 6,männlich,K03460,1060
2016,"Wesermarsch",4 - 6,männlich,K03461,220
2016,"Wittmund",4 - 6,männlich,K03462,110
2016,"Statistische Region Weser-Ems",4 - 6,männlich,K034,11610
2016,"Niedersachsen",4 - 6,männlich,,31035
2015,"Braunschweig, Stadt",4 - 6,männlich,K03101,907
2015,"Salzgitter, Stadt",4 - 6,männlich,K03102,319
2015,"Wolfsburg, Stadt",4 - 6,männlich,K03103,472
2015,"Gifhorn",4 - 6,männlich,K03151,264
2015,"Goslar",4 - 6,männlich,K03153,440
2015,"Helmstedt",4 - 6,männlich,K03154,141
2015,"Northeim",4 - 6,männlich,K03155,174
2015,"Peine",4 - 6,männlich,K03157,236
2015,"Wolfenbüttel",4 - 6,männlich,K03158,186
2015,"Göttingen",4 - 6,männlich,K03159,803
2015,"Statistische Region Braunschweig",4 - 6,männlich,K031,3942
2015,"Region Hannover",4 - 6,männlich,K03241,5542
2015,"dav. Hannover, Lhst.",4 - 6,männlich,K03241001,3992
2015,"dav. Hannover, Umland",4 - 6,männlich,K03241999,1550
2015,"Diepholz",4 - 6,männlich,K03251,507
2015,"Hameln-Pyrmont",4 - 6,männlich,K03252,367
2015,"Hildesheim",4 - 6,männlich,K03254,571
2015,"Holzminden",4 - 6,männlich,K03255,106
2015,"Nienburg (Weser)",4 - 6,männlich,K03256,245
2015,"Schaumburg",4 - 6,männlich,K03257,273
2015,"Statistische Region Hannover",4 - 6,männlich,K032,7611
2015,"Celle",4 - 6,männlich,K03351,318
2015,"Cuxhaven",4 - 6,männlich,K03352,353
2015,"Harburg",4 - 6,männlich,K03353,447
2015,"Lüchow-Dannenberg",4 - 6,männlich,K03354,95
2015,"Lüneburg",4 - 6,männlich,K03355,275
2015,"Osterholz",4 - 6,männlich,K03356,181
2015,"Rotenburg (Wümme)",4 - 6,männlich,K03357,324
2015,"Heidekreis",4 - 6,männlich,K03358,363
2015,"Stade",4 - 6,männlich,K03359,695
2015,"Uelzen",4 - 6,männlich,K03360,139
2015,"Verden",4 - 6,männlich,K03361,225
2015,"Statistische Region Lüneburg",4 - 6,männlich,K033,3415
2015,"Delmenhorst, Stadt",4 - 6,männlich,K03401,304
2015,"Emden, Stadt",4 - 6,männlich,K03402,186
2015,"Oldenburg (Oldb), Stadt",4 - 6,männlich,K03403,562
2015,"Osnabrück, Stadt",4 - 6,männlich,K03404,690
2015,"Wilhelmshaven, Stadt",4 - 6,männlich,K03405,251
2015,"Ammerland",4 - 6,männlich,K03451,272
2015,"Aurich",4 - 6,männlich,K03452,294
2015,"Cloppenburg",4 - 6,männlich,K03453,964
2015,"Emsland",4 - 6,männlich,K03454,1691
2015,"Friesland",4 - 6,männlich,K03455,84
2015,"Grafschaft Bentheim",4 - 6,männlich,K03456,765
2015,"Leer",4 - 6,männlich,K03457,464
2015,"Oldenburg",4 - 6,männlich,K03458,474
2015,"Osnabrück",4 - 6,männlich,K03459,969
2015,"Vechta",4 - 6,männlich,K03460,839
2015,"Wesermarsch",4 - 6,männlich,K03461,172
2015,"Wittmund",4 - 6,männlich,K03462,77
2015,"Statistische Region Weser-Ems",4 - 6,männlich,K034,9058
2015,"Niedersachsen",4 - 6,männlich,,24026
2014,"Braunschweig, Stadt",4 - 6,männlich,K03101,724
2014,"Salzgitter, Stadt",4 - 6,männlich,K03102,249
2014,"Wolfsburg, Stadt",4 - 6,männlich,K03103,329
2014,"Gifhorn",4 - 6,männlich,K03151,202
2014,"Goslar",4 - 6,männlich,K03153,367
2014,"Helmstedt",4 - 6,männlich,K03154,107
2014,"Northeim",4 - 6,männlich,K03155,126
2014,"Peine",4 - 6,männlich,K03157,156
2014,"Wolfenbüttel",4 - 6,männlich,K03158,142
2014,"Göttingen",4 - 6,männlich,K03159,654
2014,"Statistische Region Braunschweig",4 - 6,männlich,K031,3056
2014,"Region Hannover",4 - 6,männlich,K03241,3936
2014,"dav. Hannover, Lhst.",4 - 6,männlich,K03241001,2848
2014,"dav. Hannover, Umland",4 - 6,männlich,K03241999,1088
2014,"Diepholz",4 - 6,männlich,K03251,324
2014,"Hameln-Pyrmont",4 - 6,männlich,K03252,297
2014,"Hildesheim",4 - 6,männlich,K03254,431
2014,"Holzminden",4 - 6,männlich,K03255,47
2014,"Nienburg (Weser)",4 - 6,männlich,K03256,156
2014,"Schaumburg",4 - 6,männlich,K03257,160
2014,"Statistische Region Hannover",4 - 6,männlich,K032,5351
2014,"Celle",4 - 6,männlich,K03351,261
2014,"Cuxhaven",4 - 6,männlich,K03352,269
2014,"Harburg",4 - 6,männlich,K03353,402
2014,"Lüchow-Dannenberg",4 - 6,männlich,K03354,77
2014,"Lüneburg",4 - 6,männlich,K03355,228
2014,"Osterholz",4 - 6,männlich,K03356,124
2014,"Rotenburg (Wümme)",4 - 6,männlich,K03357,250
2014,"Heidekreis",4 - 6,männlich,K03358,314
2014,"Stade",4 - 6,männlich,K03359,396
2014,"Uelzen",4 - 6,männlich,K03360,95
2014,"Verden",4 - 6,männlich,K03361,173
2014,"Statistische Region Lüneburg",4 - 6,männlich,K033,2589
2014,"Delmenhorst, Stadt",4 - 6,männlich,K03401,261
2014,"Emden, Stadt",4 - 6,männlich,K03402,137
2014,"Oldenburg (Oldb), Stadt",4 - 6,männlich,K03403,480
2014,"Osnabrück, Stadt",4 - 6,männlich,K03404,481
2014,"Wilhelmshaven, Stadt",4 - 6,männlich,K03405,172
2014,"Ammerland",4 - 6,männlich,K03451,180
2014,"Aurich",4 - 6,männlich,K03452,227
2014,"Cloppenburg",4 - 6,männlich,K03453,797
2014,"Emsland",4 - 6,männlich,K03454,1329
2014,"Friesland",4 - 6,männlich,K03455,75
2014,"Grafschaft Bentheim",4 - 6,männlich,K03456,711
2014,"Leer",4 - 6,männlich,K03457,443
2014,"Oldenburg",4 - 6,männlich,K03458,446
2014,"Osnabrück",4 - 6,männlich,K03459,662
2014,"Vechta",4 - 6,männlich,K03460,641
2014,"Wesermarsch",4 - 6,männlich,K03461,157
2014,"Wittmund",4 - 6,männlich,K03462,66
2014,"Statistische Region Weser-Ems",4 - 6,männlich,K034,7265
2014,"Niedersachsen",4 - 6,männlich,,18261
2013,"Braunschweig, Stadt",4 - 6,männlich,K03101,671
2013,"Salzgitter, Stadt",4 - 6,männlich,K03102,193
2013,"Wolfsburg, Stadt",4 - 6,männlich,K03103,312
2013,"Gifhorn",4 - 6,männlich,K03151,163
2013,"Goslar",4 - 6,männlich,K03153,256
2013,"Helmstedt",4 - 6,männlich,K03154,72
2013,"Northeim",4 - 6,männlich,K03155,113
2013,"Peine",4 - 6,männlich,K03157,113
2013,"Wolfenbüttel",4 - 6,männlich,K03158,117
2013,"Göttingen",4 - 6,männlich,K03159,545
2013,"Statistische Region Braunschweig",4 - 6,männlich,K031,2555
2013,"Region Hannover",4 - 6,männlich,K03241,3402
2013,"dav. Hannover, Lhst.",4 - 6,männlich,K03241001,2508
2013,"dav. Hannover, Umland",4 - 6,männlich,K03241999,894
2013,"Diepholz",4 - 6,männlich,K03251,273
2013,"Hameln-Pyrmont",4 - 6,männlich,K03252,185
2013,"Hildesheim",4 - 6,männlich,K03254,365
2013,"Holzminden",4 - 6,männlich,K03255,36
2013,"Nienburg (Weser)",4 - 6,männlich,K03256,120
2013,"Schaumburg",4 - 6,männlich,K03257,162
2013,"Statistische Region Hannover",4 - 6,männlich,K032,4543
2013,"Celle",4 - 6,männlich,K03351,228
2013,"Cuxhaven",4 - 6,männlich,K03352,199
2013,"Harburg",4 - 6,männlich,K03353,383
2013,"Lüchow-Dannenberg",4 - 6,männlich,K03354,72
2013,"Lüneburg",4 - 6,männlich,K03355,206
2013,"Osterholz",4 - 6,männlich,K03356,102
2013,"Rotenburg (Wümme)",4 - 6,männlich,K03357,199
2013,"Heidekreis",4 - 6,männlich,K03358,262
2013,"Stade",4 - 6,männlich,K03359,340
2013,"Uelzen",4 - 6,männlich,K03360,92
2013,"Verden",4 - 6,männlich,K03361,158
2013,"Statistische Region Lüneburg",4 - 6,männlich,K033,2241
2013,"Delmenhorst, Stadt",4 - 6,männlich,K03401,201
2013,"Emden, Stadt",4 - 6,männlich,K03402,118
2013,"Oldenburg (Oldb), Stadt",4 - 6,männlich,K03403,479
2013,"Osnabrück, Stadt",4 - 6,männlich,K03404,449
2013,"Wilhelmshaven, Stadt",4 - 6,männlich,K03405,153
2013,"Ammerland",4 - 6,männlich,K03451,150
2013,"Aurich",4 - 6,männlich,K03452,218
2013,"Cloppenburg",4 - 6,männlich,K03453,675
2013,"Emsland",4 - 6,männlich,K03454,1412
2013,"Friesland",4 - 6,männlich,K03455,59
2013,"Grafschaft Bentheim",4 - 6,männlich,K03456,846
2013,"Leer",4 - 6,männlich,K03457,483
2013,"Oldenburg",4 - 6,männlich,K03458,403
2013,"Osnabrück",4 - 6,männlich,K03459,633
2013,"Vechta",4 - 6,männlich,K03460,539
2013,"Wesermarsch",4 - 6,männlich,K03461,119
2013,"Wittmund",4 - 6,männlich,K03462,51
2013,"Statistische Region Weser-Ems",4 - 6,männlich,K034,6988
2013,"Niedersachsen",4 - 6,männlich,,16327
2012,"Braunschweig, Stadt",4 - 6,männlich,K03101,625
2012,"Salzgitter, Stadt",4 - 6,männlich,K03102,133
2012,"Wolfsburg, Stadt",4 - 6,männlich,K03103,301
2012,"Gifhorn",4 - 6,männlich,K03151,148
2012,"Goslar",4 - 6,männlich,K03153,227
2012,"Helmstedt",4 - 6,männlich,K03154,62
2012,"Northeim",4 - 6,männlich,K03155,113
2012,"Peine",4 - 6,männlich,K03157,113
2012,"Wolfenbüttel",4 - 6,männlich,K03158,116
2012,"Göttingen",4 - 6,männlich,K03159,479
2012,"Statistische Region Braunschweig",4 - 6,männlich,K031,2317
2012,"Region Hannover",4 - 6,männlich,K03241,2906
2012,"dav. Hannover, Lhst.",4 - 6,männlich,K03241001,2111
2012,"dav. Hannover, Umland",4 - 6,männlich,K03241999,795
2012,"Diepholz",4 - 6,männlich,K03251,263
2012,"Hameln-Pyrmont",4 - 6,männlich,K03252,132
2012,"Hildesheim",4 - 6,männlich,K03254,340
2012,"Holzminden",4 - 6,männlich,K03255,40
2012,"Nienburg (Weser)",4 - 6,männlich,K03256,115
2012,"Schaumburg",4 - 6,männlich,K03257,166
2012,"Statistische Region Hannover",4 - 6,männlich,K032,3962
2012,"Celle",4 - 6,männlich,K03351,221
2012,"Cuxhaven",4 - 6,männlich,K03352,195
2012,"Harburg",4 - 6,männlich,K03353,297
2012,"Lüchow-Dannenberg",4 - 6,männlich,K03354,54
2012,"Lüneburg",4 - 6,männlich,K03355,182
2012,"Osterholz",4 - 6,männlich,K03356,95
2012,"Rotenburg (Wümme)",4 - 6,männlich,K03357,217
2012,"Heidekreis",4 - 6,männlich,K03358,185
2012,"Stade",4 - 6,männlich,K03359,303
2012,"Uelzen",4 - 6,männlich,K03360,85
2012,"Verden",4 - 6,männlich,K03361,141
2012,"Statistische Region Lüneburg",4 - 6,männlich,K033,1975
2012,"Delmenhorst, Stadt",4 - 6,männlich,K03401,166
2012,"Emden, Stadt",4 - 6,männlich,K03402,95
2012,"Oldenburg (Oldb), Stadt",4 - 6,männlich,K03403,402
2012,"Osnabrück, Stadt",4 - 6,männlich,K03404,425
2012,"Wilhelmshaven, Stadt",4 - 6,männlich,K03405,221
2012,"Ammerland",4 - 6,männlich,K03451,145
2012,"Aurich",4 - 6,männlich,K03452,213
2012,"Cloppenburg",4 - 6,männlich,K03453,636
2012,"Emsland",4 - 6,männlich,K03454,1638
2012,"Friesland",4 - 6,männlich,K03455,55
2012,"Grafschaft Bentheim",4 - 6,männlich,K03456,967
2012,"Leer",4 - 6,männlich,K03457,569
2012,"Oldenburg",4 - 6,männlich,K03458,336
2012,"Osnabrück",4 - 6,männlich,K03459,667
2012,"Vechta",4 - 6,männlich,K03460,503
2012,"Wesermarsch",4 - 6,männlich,K03461,118
2012,"Wittmund",4 - 6,männlich,K03462,46
2012,"Statistische Region Weser-Ems",4 - 6,männlich,K034,7202
2012,"Niedersachsen",4 - 6,männlich,,15456
2011,"Braunschweig, Stadt",4 - 6,männlich,K03101,611
2011,"Salzgitter, Stadt",4 - 6,männlich,K03102,131
2011,"Wolfsburg, Stadt",4 - 6,männlich,K03103,241
2011,"Gifhorn",4 - 6,männlich,K03151,144
2011,"Goslar",4 - 6,männlich,K03153,212
2011,"Helmstedt",4 - 6,männlich,K03154,60
2011,"Northeim",4 - 6,männlich,K03155,100
2011,"Peine",4 - 6,männlich,K03157,114
2011,"Wolfenbüttel",4 - 6,männlich,K03158,107
2011,"Göttingen",4 - 6,männlich,K03159,471
2011,"Statistische Region Braunschweig",4 - 6,männlich,K031,2191
2011,"Region Hannover",4 - 6,männlich,K03241,2597
2011,"dav. Hannover, Lhst.",4 - 6,männlich,K03241001,1855
2011,"dav. Hannover, Umland",4 - 6,männlich,K03241999,742
2011,"Diepholz",4 - 6,männlich,K03251,253
2011,"Hameln-Pyrmont",4 - 6,männlich,K03252,172
2011,"Hildesheim",4 - 6,männlich,K03254,313
2011,"Holzminden",4 - 6,männlich,K03255,44
2011,"Nienburg (Weser)",4 - 6,männlich,K03256,121
2011,"Schaumburg",4 - 6,männlich,K03257,152
2011,"Statistische Region Hannover",4 - 6,männlich,K032,3652
2011,"Celle",4 - 6,männlich,K03351,152
2011,"Cuxhaven",4 - 6,männlich,K03352,205
2011,"Harburg",4 - 6,männlich,K03353,291
2011,"Lüchow-Dannenberg",4 - 6,männlich,K03354,57
2011,"Lüneburg",4 - 6,männlich,K03355,169
2011,"Osterholz",4 - 6,männlich,K03356,72
2011,"Rotenburg (Wümme)",4 - 6,männlich,K03357,269
2011,"Heidekreis",4 - 6,männlich,K03358,161
2011,"Stade",4 - 6,männlich,K03359,298
2011,"Uelzen",4 - 6,männlich,K03360,72
2011,"Verden",4 - 6,männlich,K03361,141
2011,"Statistische Region Lüneburg",4 - 6,männlich,K033,1887
2011,"Delmenhorst, Stadt",4 - 6,männlich,K03401,129
2011,"Emden, Stadt",4 - 6,männlich,K03402,88
2011,"Oldenburg (Oldb), Stadt",4 - 6,männlich,K03403,320
2011,"Osnabrück, Stadt",4 - 6,männlich,K03404,380
2011,"Wilhelmshaven, Stadt",4 - 6,männlich,K03405,180
2011,"Ammerland",4 - 6,männlich,K03451,118
2011,"Aurich",4 - 6,männlich,K03452,224
2011,"Cloppenburg",4 - 6,männlich,K03453,509
2011,"Emsland",4 - 6,männlich,K03454,1604
2011,"Friesland",4 - 6,männlich,K03455,74
2011,"Grafschaft Bentheim",4 - 6,männlich,K03456,1013
2011,"Leer",4 - 6,männlich,K03457,536
2011,"Oldenburg",4 - 6,männlich,K03458,238
2011,"Osnabrück",4 - 6,männlich,K03459,583
2011,"Vechta",4 - 6,männlich,K03460,440
2011,"Wesermarsch",4 - 6,männlich,K03461,131
2011,"Wittmund",4 - 6,männlich,K03462,39
2011,"Statistische Region Weser-Ems",4 - 6,männlich,K034,6606
2011,"Niedersachsen",4 - 6,männlich,,14336
2010,"Braunschweig, Stadt",4 - 6,männlich,K03101,639
2010,"Salzgitter, Stadt",4 - 6,männlich,K03102,161
2010,"Wolfsburg, Stadt",4 - 6,männlich,K03103,226
2010,"Gifhorn",4 - 6,männlich,K03151,134
2010,"Goslar",4 - 6,männlich,K03153,251
2010,"Helmstedt",4 - 6,männlich,K03154,73
2010,"Northeim",4 - 6,männlich,K03155,109
2010,"Peine",4 - 6,männlich,K03157,121
2010,"Wolfenbüttel",4 - 6,männlich,K03158,93
2010,"Göttingen",4 - 6,männlich,K03159,570
2010,"Statistische Region Braunschweig",4 - 6,männlich,K031,2377
2010,"Region Hannover",4 - 6,männlich,K03241,2686
2010,"dav. Hannover, Lhst.",4 - 6,männlich,K03241001,1875
2010,"dav. Hannover, Umland",4 - 6,männlich,K03241999,811
2010,"Diepholz",4 - 6,männlich,K03251,261
2010,"Hameln-Pyrmont",4 - 6,männlich,K03252,169
2010,"Hildesheim",4 - 6,männlich,K03254,311
2010,"Holzminden",4 - 6,männlich,K03255,67
2010,"Nienburg (Weser)",4 - 6,männlich,K03256,133
2010,"Schaumburg",4 - 6,männlich,K03257,151
2010,"Statistische Region Hannover",4 - 6,männlich,K032,3778
2010,"Celle",4 - 6,männlich,K03351,170
2010,"Cuxhaven",4 - 6,männlich,K03352,180
2010,"Harburg",4 - 6,männlich,K03353,273
2010,"Lüchow-Dannenberg",4 - 6,männlich,K03354,70
2010,"Lüneburg",4 - 6,männlich,K03355,180
2010,"Osterholz",4 - 6,männlich,K03356,78
2010,"Rotenburg (Wümme)",4 - 6,männlich,K03357,255
2010,"Heidekreis",4 - 6,männlich,K03358,155
2010,"Stade",4 - 6,männlich,K03359,283
2010,"Uelzen",4 - 6,männlich,K03360,92
2010,"Verden",4 - 6,männlich,K03361,141
2010,"Statistische Region Lüneburg",4 - 6,männlich,K033,1877
2010,"Delmenhorst, Stadt",4 - 6,männlich,K03401,146
2010,"Emden, Stadt",4 - 6,männlich,K03402,77
2010,"Oldenburg (Oldb), Stadt",4 - 6,männlich,K03403,304
2010,"Osnabrück, Stadt",4 - 6,männlich,K03404,375
2010,"Wilhelmshaven, Stadt",4 - 6,männlich,K03405,109
2010,"Ammerland",4 - 6,männlich,K03451,99
2010,"Aurich",4 - 6,männlich,K03452,219
2010,"Cloppenburg",4 - 6,männlich,K03453,453
2010,"Emsland",4 - 6,männlich,K03454,1382
2010,"Friesland",4 - 6,männlich,K03455,58
2010,"Grafschaft Bentheim",4 - 6,männlich,K03456,965
2010,"Leer",4 - 6,männlich,K03457,473
2010,"Oldenburg",4 - 6,männlich,K03458,198
2010,"Osnabrück",4 - 6,männlich,K03459,508
2010,"Vechta",4 - 6,männlich,K03460,365
2010,"Wesermarsch",4 - 6,männlich,K03461,251
2010,"Wittmund",4 - 6,männlich,K03462,25
2010,"Statistische Region Weser-Ems",4 - 6,männlich,K034,6007
2010,"Niedersachsen",4 - 6,männlich,,14039
2009,"Braunschweig, Stadt",4 - 6,männlich,K03101,720
2009,"Salzgitter, Stadt",4 - 6,männlich,K03102,202
2009,"Wolfsburg, Stadt",4 - 6,männlich,K03103,263
2009,"Gifhorn",4 - 6,männlich,K03151,138
2009,"Goslar",4 - 6,männlich,K03153,333
2009,"Helmstedt",4 - 6,männlich,K03154,93
2009,"Northeim",4 - 6,männlich,K03155,119
2009,"Peine",4 - 6,männlich,K03157,144
2009,"Wolfenbüttel",4 - 6,männlich,K03158,110
2009,"Göttingen",4 - 6,männlich,K03159,643
2009,"Statistische Region Braunschweig",4 - 6,männlich,K031,2765
2009,"Region Hannover",4 - 6,männlich,K03241,2943
2009,"dav. Hannover, Lhst.",4 - 6,männlich,K03241001,1982
2009,"dav. Hannover, Umland",4 - 6,männlich,K03241999,961
2009,"Diepholz",4 - 6,männlich,K03251,275
2009,"Hameln-Pyrmont",4 - 6,männlich,K03252,182
2009,"Hildesheim",4 - 6,männlich,K03254,362
2009,"Holzminden",4 - 6,männlich,K03255,64
2009,"Nienburg (Weser)",4 - 6,männlich,K03256,131
2009,"Schaumburg",4 - 6,männlich,K03257,176
2009,"Statistische Region Hannover",4 - 6,männlich,K032,4133
2009,"Celle",4 - 6,männlich,K03351,172
2009,"Cuxhaven",4 - 6,männlich,K03352,187
2009,"Harburg",4 - 6,männlich,K03353,301
2009,"Lüchow-Dannenberg",4 - 6,männlich,K03354,96
2009,"Lüneburg",4 - 6,männlich,K03355,207
2009,"Osterholz",4 - 6,männlich,K03356,88
2009,"Rotenburg (Wümme)",4 - 6,männlich,K03357,221
2009,"Heidekreis",4 - 6,männlich,K03358,164
2009,"Stade",4 - 6,männlich,K03359,267
2009,"Uelzen",4 - 6,männlich,K03360,111
2009,"Verden",4 - 6,männlich,K03361,158
2009,"Statistische Region Lüneburg",4 - 6,männlich,K033,1972
2009,"Delmenhorst, Stadt",4 - 6,männlich,K03401,142
2009,"Emden, Stadt",4 - 6,männlich,K03402,96
2009,"Oldenburg (Oldb), Stadt",4 - 6,männlich,K03403,377
2009,"Osnabrück, Stadt",4 - 6,männlich,K03404,401
2009,"Wilhelmshaven, Stadt",4 - 6,männlich,K03405,105
2009,"Ammerland",4 - 6,männlich,K03451,109
2009,"Aurich",4 - 6,männlich,K03452,165
2009,"Cloppenburg",4 - 6,männlich,K03453,411
2009,"Emsland",4 - 6,männlich,K03454,1093
2009,"Friesland",4 - 6,männlich,K03455,60
2009,"Grafschaft Bentheim",4 - 6,männlich,K03456,888
2009,"Leer",4 - 6,männlich,K03457,416
2009,"Oldenburg",4 - 6,männlich,K03458,197
2009,"Osnabrück",4 - 6,männlich,K03459,571
2009,"Vechta",4 - 6,männlich,K03460,356
2009,"Wesermarsch",4 - 6,männlich,K03461,283
2009,"Wittmund",4 - 6,männlich,K03462,41
2009,"Statistische Region Weser-Ems",4 - 6,männlich,K034,5711
2009,"Niedersachsen",4 - 6,männlich,,14581
2008,"Braunschweig, Stadt",4 - 6,männlich,K03101,748
2008,"Salzgitter, Stadt",4 - 6,männlich,K03102,233
2008,"Wolfsburg, Stadt",4 - 6,männlich,K03103,278
2008,"Gifhorn",4 - 6,männlich,K03151,156
2008,"Goslar",4 - 6,männlich,K03153,338
2008,"Helmstedt",4 - 6,männlich,K03154,92
2008,"Northeim",4 - 6,männlich,K03155,128
2008,"Peine",4 - 6,männlich,K03157,186
2008,"Wolfenbüttel",4 - 6,männlich,K03158,167
2008,"Göttingen",4 - 6,männlich,K03159,630
2008,"Statistische Region Braunschweig",4 - 6,männlich,K031,2956
2008,"Region Hannover",4 - 6,männlich,K03241,3230
2008,"dav. Hannover, Lhst.",4 - 6,männlich,K03241001,2103
2008,"dav. Hannover, Umland",4 - 6,männlich,K03241999,1127
2008,"Diepholz",4 - 6,männlich,K03251,255
2008,"Hameln-Pyrmont",4 - 6,männlich,K03252,231
2008,"Hildesheim",4 - 6,männlich,K03254,405
2008,"Holzminden",4 - 6,männlich,K03255,65
2008,"Nienburg (Weser)",4 - 6,männlich,K03256,129
2008,"Schaumburg",4 - 6,männlich,K03257,192
2008,"Statistische Region Hannover",4 - 6,männlich,K032,4507
2008,"Celle",4 - 6,männlich,K03351,213
2008,"Cuxhaven",4 - 6,männlich,K03352,230
2008,"Harburg",4 - 6,männlich,K03353,326
2008,"Lüchow-Dannenberg",4 - 6,männlich,K03354,89
2008,"Lüneburg",4 - 6,männlich,K03355,229
2008,"Osterholz",4 - 6,männlich,K03356,88
2008,"Rotenburg (Wümme)",4 - 6,männlich,K03357,229
2008,"Heidekreis",4 - 6,männlich,K03358,163
2008,"Stade",4 - 6,männlich,K03359,308
2008,"Uelzen",4 - 6,männlich,K03360,110
2008,"Verden",4 - 6,männlich,K03361,180
2008,"Statistische Region Lüneburg",4 - 6,männlich,K033,2165
